77 539
70 20 4913
10 33 8447
38 10 6007
72 50 8990
57 59 1601
54 70 8827
47 7 5205
71 10 7908
60 25 8001
17 76 2303
45 27 1280
74 73 4463
34 67 2050
63 7 9533
8 60 8423
31 7 1787
37 40 4058
18 50 1158
58 10 6569
7 37 9252
60 23 989
20 6 2027
67 46 998
45 35 4641
38 65 2514
4 3 3687
77 30 7054
27 33 9451
72 60 2876
67 32 9744
53 11 4412
43 23 858
49 43 7488
4 5 2084
44 40 2177
77 52 1332
5 50 8470
55 77 7489
39 18 9115
28 48 8933
61 36 49
9 38 9296
58 41 9655
63 10 7346
50 66 2484
40 69 2989
4 19 1590
63 57 2278
52 17 5870
67 72 1953
51 26 4975
55 13 4191
11 35 2499
44 12 691
46 44 4564
28 10 4988
6 61 7935
7 44 9501
33 22 7373
55 9 4235
77 76 7753
40 4 687
65 68 8908
77 74 1077
68 66 827
6 46 5871
39 40 2042
17 39 9516
63 71 6536
24 30 8299
65 5 2047
8 50 9135
63 61 5350
1 28 524
61 33 2007
72 54 2020
16 62 175
65 31 5577
35 28 1728
62 37 4676
51 21 5891
61 46 4344
41 36 6296
64 71 4255
74 44 1376
43 46 1677
74 49 1355
47 50 1135
62 12 5493
9 21 9070
60 58 470
7 58 9386
15 55 4277
72 44 8269
41 40 1888
72 37 4227
55 56 3492
35 40 9131
19 28 544
43 74 3676
37 3 6167
25 72 9500
29 1 8676
46 33 665
24 34 4840
22 64 5289
7 67 6386
53 3 1016
12 41 2381
62 58 7362
26 50 2752
59 57 6017
32 48 4317
70 38 4824
72 50 9296
9 60 362
69 39 4465
10 60 977
28 52 3655
27 12 9716
48 22 6790
39 30 3148
38 24 6748
24 28 723
6 34 6762
21 27 3720
17 32 5003
61 4 3122
56 37 3520
75 71 2984
43 9 2242
42 26 737
10 49 8069
69 18 4324
39 67 8017
77 54 9811
17 75 1205
39 14 8853
77 70 7160
69 46 9841
30 73 452
44 9 4982
50 71 3592
53 72 6524
63 17 7615
32 68 3790
19 57 3414
40 12 7178
35 33 9178
27 67 3137
29 25 4146
4 67 9534
53 61 2097
75 30 8448
54 1 79
45 75 8789
30 51 1143
66 28 915
22 12 6264
73 44 8077
16 50 4377
31 63 3421
12 66 621
38 4 1322
58 58 1834
19 61 562
44 55 7163
74 51 921
67 59 314
44 29 1869
37 73 148
47 74 4737
67 55 5450
25 27 6821
35 74 1049
27 23 4166
23 16 1993
55 30 3965
19 63 4242
21 57 7500
76 33 4944
50 38 7312
4 16 5871
31 27 3256
34 49 9880
26 57 1273
37 68 7145
40 58 9752
4 5 6269
30 53 6148
11 50 3501
64 68 6274
10 40 5108
32 48 9030
4 69 7216
71 41 9285
60 61 1063
19 18 560
68 33 9106
34 73 1549
28 46 4677
71 76 4375
65 75 6215
13 7 3158
28 31 4507
53 22 7189
19 75 8610
26 60 4092
25 46 1229
44 72 5767
22 1 9265
68 70 8364
76 30 618
57 55 5637
7 14 2049
12 49 5523
65 48 5546
34 75 137
36 40 8103
14 22 6266
20 69 1833
72 57 6999
59 51 3363
72 39 926
58 7 8843
20 47 2351
77 33 5739
15 53 5895
49 60 7914
35 27 1553
21 40 4160
13 22 9491
70 67 6496
43 57 5227
41 48 731
40 18 3128
20 39 9072
32 66 2776
50 51 4886
18 60 508
62 62 7156
71 23 2364
23 27 2516
52 26 8159
37 66 8795
40 58 5963
38 46 392
63 19 966
35 17 1335
27 25 6229
31 21 3234
50 56 6227
29 30 1568
58 1 4914
31 5 4841
41 15 3519
48 58 6434
4 67 3258
73 22 2025
24 37 2766
48 44 9733
41 58 5345
66 42 535
47 25 70
9 65 4101
25 23 6408
24 63 6426
20 70 948
68 36 2060
15 71 8779
36 29 5172
61 29 7287
18 8 6989
65 58 69
52 23 6673
60 35 1144
38 1 471
17 40 6235
50 61 328
63 25 580
64 12 1653
35 64 694
32 8 2730
36 38 2624
30 53 3892
18 29 5247
73 68 5324
39 7 5168
37 63 1521
55 38 1708
24 48 6571
61 64 3323
27 66 5258
44 62 5282
56 11 8029
48 30 3998
27 70 1077
49 26 5660
77 38 9074
64 10 1775
35 6 6359
57 58 6505
11 28 5965
64 40 2974
68 14 1893
69 39 5920
52 48 9003
16 8 3209
63 28 8686
6 50 6987
44 73 1724
24 41 9757
74 14 1576
45 62 8424
57 69 5365
22 65 3820
15 17 8775
31 24 9121
40 51 704
65 58 4738
42 47 3138
63 33 9614
20 27 6755
59 42 6429
4 41 6796
44 73 895
12 27 5085
54 11 2022
58 45 955
11 36 7889
21 66 7843
31 21 5872
11 22 9066
8 26 5155
53 53 7713
40 52 8593
24 21 5631
3 68 4340
10 1 7546
35 45 8529
64 66 3525
19 24 9041
50 19 6195
22 34 2439
4 19 5975
29 58 8770
64 22 6262
14 7 146
30 1 2409
32 30 975
38 77 4684
72 58 1232
52 23 1306
67 3 2083
24 55 9324
73 6 1446
47 54 5950
46 66 7527
56 53 2742
61 51 3691
43 14 7650
66 51 4775
