43 1766
6 23 8249
19 4 2729
28 4 3622
15 37 3966
4 13 6070
41 8 74
25 11 1067
29 18 4709
31 24 9131
9 15 540
10 7 9037
39 16 1196
23 22 5864
12 41 2803
6 35 9226
11 32 8937
12 8 2497
24 5 4978
12 15 2737
30 34 96
20 15 198
41 9 3273
19 19 5730
19 30 5402
4 16 8765
15 20 7833
43 1 3226
39 17 9516
14 31 6365
7 40 1707
3 21 7708
42 12 6261
28 12 8883
39 32 1215
26 34 7981
25 22 3077
32 35 5739
1 37 2745
20 17 1796
8 34 5523
29 28 464
42 32 7241
32 33 1497
15 5 6298
13 7 8559
3 36 9147
35 1 2465
8 34 9060
22 43 1904
3 12 8531
34 21 6460
4 3 1850
22 15 7484
2 29 6429
26 5 3016
7 39 7664
9 39 1151
39 42 3208
27 43 106
16 12 4946
4 9 4309
25 40 6222
35 34 1223
14 41 737
40 19 4299
8 38 7494
16 36 2016
13 6 6818
26 24 440
14 20 3543
15 13 2690
19 20 4576
30 8 3766
6 10 8831
38 4 6701
2 18 9393
7 35 5012
32 23 9771
10 19 9297
25 21 9633
38 12 3198
30 22 6941
7 14 6888
43 8 2440
20 24 8963
38 32 9074
9 32 5879
33 25 1729
13 38 3634
7 9 8862
9 10 5523
34 31 6595
30 26 8677
33 34 1320
32 29 4605
31 15 7186
17 25 1823
23 31 5017
28 25 1296
33 2 4129
1 25 7086
5 16 9864
6 11 5076
37 8 1883
37 2 899
39 12 6265
4 27 2898
29 5 5
28 31 3175
18 42 2497
22 38 7152
8 22 2023
14 27 3829
18 27 5487
32 14 2602
9 30 7120
22 19 6715
32 31 5664
33 26 2810
15 37 2712
38 35 5258
30 36 3660
8 6 9236
32 7 5044
18 38 4547
29 8 1213
36 6 8492
15 5 7211
3 1 2548
18 41 5941
5 32 6764
1 25 2465
6 16 3695
13 36 2420
7 16 9685
34 24 8923
19 17 6898
8 40 4125
43 32 7707
2 42 9302
34 16 2464
10 28 7292
17 27 3682
25 14 2973
28 9 2758
19 41 2591
38 42 967
20 14 3832
27 36 8809
32 29 2674
18 30 5541
31 11 6821
14 42 8953
41 10 5680
2 15 1775
12 27 7445
35 25 5817
21 34 5536
36 1 48
12 41 8843
9 17 9043
12 2 9066
24 32 4690
2 24 4801
25 36 8392
34 14 1446
5 8 4561
7 11 8577
42 16 270
10 35 9502
29 17 3393
41 23 7460
17 39 9607
32 16 5941
33 35 5040
25 35 3039
4 32 9114
33 4 3071
11 37 1856
34 23 9764
39 30 7338
26 8 1410
32 20 9465
6 13 6371
29 16 2990
13 13 1821
43 35 8474
2 18 9
40 6 5647
4 36 3896
28 38 1605
24 4 8753
5 5 643
21 30 1426
16 34 848
3 37 4650
17 2 2611
16 43 5254
13 2 8317
7 13 7440
22 34 2721
10 41 3851
8 21 7831
19 19 6002
7 33 8992
13 41 3460
41 16 5751
36 28 2170
16 37 3551
20 19 5209
26 13 8158
32 27 5406
42 38 4091
29 41 2897
39 40 3583
14 40 4229
16 39 6769
20 37 6455
28 42 2753
15 16 1821
16 14 3886
9 6 9780
22 12 7449
40 17 7226
10 16 7404
10 12 2107
5 31 4630
31 21 243
32 4 2981
33 5 2970
6 37 8170
42 14 3822
31 41 3382
8 35 8586
23 3 9011
32 25 5855
5 35 6787
41 28 9449
38 20 592
5 8 6092
7 12 5278
29 5 4511
8 14 4930
33 36 2766
24 22 265
5 20 5730
37 36 5691
41 40 5207
8 42 7593
9 37 8036
16 1 8668
26 29 8544
35 29 6316
38 41 3663
16 11 5213
39 29 5617
13 29 3780
43 40 5648
34 38 5030
36 8 8075
25 33 1436
39 31 1944
28 1 9860
36 31 7982
37 23 4033
2 39 6548
31 17 4974
29 34 4190
6 8 8197
24 13 8593
18 42 2000
28 8 3252
1 17 5625
30 39 2032
2 21 1740
11 2 7827
14 14 9036
9 25 7545
27 4 3144
24 12 7399
40 33 7299
24 15 2674
41 35 4681
32 10 2696
32 9 783
37 6 7823
22 23 5695
25 13 7821
5 10 2214
11 42 3916
33 12 3976
35 21 3965
26 31 7371
16 10 1353
6 24 1718
16 43 9964
36 31 673
39 16 6546
9 13 6416
33 30 6469
28 28 4897
26 21 9178
7 2 9371
18 11 7085
34 25 1427
12 19 9035
25 35 5074
38 41 3051
28 19 6814
12 1 1568
21 34 8883
18 37 6242
37 32 1312
26 37 6785
35 42 8995
26 13 3426
40 31 422
43 20 6644
23 7 1643
43 24 7137
39 38 7945
38 16 1327
29 33 9547
9 21 7742
9 1 7587
31 6 7692
30 7 647
19 40 7569
23 37 6032
18 34 9283
26 3 2652
12 24 1987
2 42 5267
23 24 7011
13 26 3727
15 4 5298
4 13 4692
22 40 8906
42 8 2530
29 42 6401
17 15 3130
4 4 5627
9 14 1703
42 25 9092
32 23 844
7 4 3568
11 19 4571
21 22 8198
12 2 4180
41 12 7532
43 19 2558
13 28 6478
13 22 2248
19 10 1563
9 34 4167
34 15 7833
11 34 1432
30 20 2259
38 30 8204
11 30 4011
5 14 7965
17 36 5218
42 30 3135
33 37 2715
5 41 9688
17 24 8151
6 14 4482
23 43 8282
38 4 2900
26 5 8750
24 10 865
26 29 3370
36 43 8131
43 25 7397
22 11 9052
28 35 9488
22 5 5779
16 34 3223
27 27 5962
29 16 5901
10 12 6437
31 18 2683
21 7 1546
38 12 5275
33 26 8294
42 43 8287
8 18 9061
28 23 7770
10 39 970
8 16 1033
15 17 1265
40 6 6449
14 42 2605
22 31 1444
23 12 7513
7 17 4643
24 36 1316
22 3 5015
25 7 8966
33 29 2359
13 1 5680
10 24 9832
10 29 5304
5 3 2660
3 14 1634
11 12 3766
26 24 9807
19 34 6615
1 18 3188
7 36 7921
19 18 1274
13 31 66
12 4 6731
30 11 6967
1 16 7078
36 35 9472
23 19 3042
16 3 2128
33 20 874
21 32 3593
21 18 1326
5 19 7757
26 16 8782
41 2 5816
15 11 7691
16 24 9650
24 39 4772
8 25 6138
37 33 9633
35 14 9491
39 9 2176
37 40 2149
34 22 2076
35 9 4612
43 28 3189
24 18 3208
25 10 4500
1 19 995
1 28 7551
33 40 4314
41 24 646
35 12 7874
23 31 3293
5 15 5638
41 28 694
10 36 7742
3 21 8647
36 14 1703
29 35 8904
33 20 3652
19 4 2258
26 18 3548
30 20 7189
11 1 699
33 37 3605
3 40 3093
43 8 8976
42 23 84
19 17 6329
31 37 4608
32 35 6303
31 39 5259
41 32 3605
43 20 2366
20 27 727
3 37 7423
37 28 5747
15 31 8812
27 41 189
27 16 8509
40 39 5174
17 5 5262
15 27 6008
30 38 1921
35 4 283
11 19 5306
13 26 7211
42 34 4055
40 41 3803
21 3 2345
27 24 7662
43 20 2090
25 8 825
15 25 7702
17 33 2097
21 14 2778
28 29 4163
42 26 162
11 16 7516
34 38 7497
42 2 940
2 10 4844
17 7 4969
24 19 1423
25 39 9042
33 9 6407
39 19 8375
35 43 2389
23 24 2007
20 41 2130
12 7 7677
24 32 6962
36 35 2929
30 40 961
35 31 2637
37 22 959
39 3 9597
19 10 1724
16 38 8477
7 2 5611
27 41 3600
32 7 6565
13 18 1231
6 8 134
32 32 5145
9 2 3547
3 39 5156
20 31 6794
4 12 8013
10 29 3932
13 8 9427
38 6 4758
36 4 9415
16 9 6856
23 43 8963
35 2 5745
33 1 5767
14 15 7918
38 3 2625
26 43 9114
41 19 7109
28 28 9813
29 7 6419
34 28 4412
16 30 4025
6 10 2482
26 11 2913
15 15 9077
41 12 7536
2 26 238
30 37 3688
29 23 8300
19 10 7965
39 27 4885
20 30 239
17 14 7346
41 16 7520
2 13 1426
25 1 6975
4 42 6894
22 43 6799
2 10 3814
34 18 8546
15 16 2235
39 43 9675
40 30 8623
14 14 8465
33 35 8185
7 43 9082
33 15 6147
3 11 7129
21 33 4542
25 28 5879
37 1 9043
18 28 5518
7 39 9366
34 10 6368
5 34 3016
2 29 6293
27 31 6080
31 4 5628
25 3 8768
5 4 8691
33 41 7594
21 39 6673
19 21 1044
3 25 9554
11 30 5112
7 27 4947
7 5 528
20 41 1012
15 14 3241
34 39 4144
7 4 3708
41 28 7248
36 8 4387
3 23 6281
11 38 6888
31 23 2289
4 23 38
8 36 8526
31 31 9273
26 13 2728
11 40 4399
21 34 759
34 43 4193
27 40 8205
3 35 3830
8 3 5867
38 43 5838
10 20 6492
20 10 5816
29 28 6028
41 7 1158
5 30 6121
16 10 9148
29 6 9411
13 28 7470
11 28 2402
6 36 7465
7 19 8606
22 32 8768
19 33 9236
42 2 7832
11 14 4583
21 8 2232
1 10 8429
18 2 8319
1 33 4319
14 40 2645
22 24 6844
16 3 6568
28 32 997
39 14 3364
3 34 4597
24 5 1062
14 37 6177
6 42 9934
41 42 9474
16 43 3759
17 21 2107
22 43 3041
5 3 1419
7 2 8767
3 21 8888
40 13 8636
29 15 9427
29 38 2360
13 30 7043
8 35 1955
15 6 6825
11 12 4334
25 15 8401
23 38 6882
19 8 7573
41 23 2077
14 5 9988
22 16 8494
19 30 7604
20 5 2031
3 23 1710
14 31 3782
1 41 3429
16 1 554
40 21 9689
2 22 4060
37 27 5936
33 9 3456
17 36 1751
13 18 8500
4 35 1428
8 9 5017
37 33 1819
11 19 6679
22 40 4986
16 29 8085
22 6 5714
19 35 7926
9 10 4059
29 37 1096
21 35 4253
17 22 3071
6 14 4813
30 19 4824
40 9 3794
1 1 616
10 7 5439
41 39 5865
11 29 9191
8 5 9529
4 39 7730
32 23 8080
4 27 6490
43 33 4193
12 43 8455
16 2 6974
18 24 1939
23 33 8978
17 36 1831
31 2 9694
30 1 6735
24 23 7993
15 24 4074
2 17 8692
23 17 6007
6 21 9811
39 22 8941
43 23 7183
15 17 4725
15 21 3880
15 6 3615
14 34 5697
3 4 4313
38 6 9481
21 2 1488
41 34 201
26 35 8029
18 7 2349
26 32 8414
32 1 4321
33 38 3576
17 31 7921
3 16 3004
3 27 1819
15 10 5482
37 29 352
38 25 6889
17 3 7665
40 38 6281
26 5 5234
39 28 4085
27 16 1049
16 31 5116
1 12 2554
8 12 5465
14 16 1289
28 8 7860
41 1 4659
41 23 2059
24 35 8606
36 31 6694
25 25 4354
31 2 1348
24 23 7695
33 28 9250
37 4 7036
25 31 7119
12 32 5473
17 7 286
7 42 4958
13 39 6721
29 5 9173
5 20 1111
11 1 8003
35 29 6430
5 37 1102
8 14 6225
3 41 3214
14 6 3690
17 34 4507
39 8 5168
41 14 5873
16 31 3993
20 35 5041
24 18 2236
28 3 9758
6 38 8929
7 26 1198
17 22 5005
25 12 5366
1 19 8515
34 28 7436
19 1 9254
8 13 711
18 27 5872
10 35 8869
23 28 9286
21 40 4596
28 21 8801
24 7 4908
39 30 2838
16 35 8843
32 1 4018
4 21 6898
35 11 8903
35 7 279
21 28 5246
8 30 9504
36 43 4791
33 28 7742
22 10 7088
42 21 5977
10 19 9637
40 8 4937
13 39 4790
18 40 1824
34 43 3811
17 15 1385
23 13 2316
23 19 3932
16 2 1393
33 11 8271
25 19 5131
28 11 592
5 12 1008
23 12 9628
37 19 8249
31 11 2525
18 33 7530
27 17 9275
39 16 9877
17 11 2072
33 37 2714
20 5 7967
2 13 7635
22 23 2771
38 7 9817
1 19 718
30 18 6608
2 30 568
6 35 3118
6 9 202
8 8 9738
33 39 4692
36 12 6717
36 12 9583
40 35 6771
10 42 8242
30 4 298
25 22 8777
18 28 5038
3 17 5541
12 24 2823
19 42 5272
5 17 1615
20 21 3238
10 13 6169
39 10 2431
6 3 6738
19 15 4524
33 20 7786
37 32 7195
20 37 4230
13 18 7578
10 41 4140
9 40 8057
12 40 3411
33 29 7702
15 33 190
6 7 6735
43 20 1084
36 14 4922
43 36 5962
24 27 6264
8 42 3718
31 34 8895
24 2 7044
15 34 1860
36 29 2929
11 35 7434
28 6 3237
36 31 6480
33 39 3598
10 32 5241
5 30 5619
28 17 5081
10 15 9443
21 8 2532
36 19 7833
25 26 5754
30 36 1458
35 8 2778
33 9 2243
20 11 7974
40 23 6461
5 5 1392
19 38 4568
42 5 8759
21 24 4
22 12 3767
43 3 2063
21 31 9954
30 42 2694
38 18 8234
34 6 460
42 30 788
15 32 1570
14 6 5415
25 1 258
30 25 1771
42 15 1048
5 35 8906
42 20 397
23 22 8474
38 33 2447
6 16 4191
34 1 5778
13 31 1597
21 28 3371
25 31 9601
21 36 6556
32 9 874
41 17 4854
29 16 5015
1 19 4249
17 33 8420
10 15 6647
21 26 22
12 7 9478
11 31 7934
35 11 4130
20 30 9549
10 21 102
12 19 2519
21 43 158
41 9 304
19 13 8719
4 42 2873
40 16 193
34 25 6124
23 2 2098
17 16 3169
35 16 618
17 1 9282
15 5 3379
20 15 2143
8 5 91
7 21 969
30 39 7911
29 28 1121
14 10 1390
18 38 1453
3 15 8220
16 4 6970
29 13 9672
41 20 5555
3 31 5282
8 1 8488
17 2 1621
34 18 9120
20 10 3401
8 12 5126
28 7 5369
18 16 3907
1 15 521
17 17 1654
34 39 4680
14 29 9229
7 30 6640
2 23 7647
41 8 1581
31 30 9515
5 7 3105
6 34 507
32 32 5896
6 22 7019
4 18 4770
3 22 7339
26 8 2575
18 33 4849
19 33 4685
2 35 5413
36 17 9601
5 29 8369
15 36 1301
22 23 3666
6 35 6004
8 5 700
35 33 1948
5 10 3506
24 9 467
24 13 8995
32 33 9455
42 9 4319
23 2 7036
26 9 3613
28 12 9480
30 20 3118
22 24 2038
15 35 803
2 20 7618
17 38 6742
23 5 7846
34 43 3262
26 12 5532
14 14 9349
23 6 6741
37 22 8423
18 22 7195
34 2 4529
10 5 8513
41 18 2744
6 12 7391
43 11 9557
21 41 4345
16 10 7487
41 30 5942
43 16 5782
35 30 277
12 23 6777
6 31 9321
14 21 5345
33 9 3613
11 15 2877
7 7 9004
2 27 2836
12 24 3647
15 30 442
11 5 7828
2 15 9796
18 14 305
10 22 6143
41 27 6128
12 14 4013
39 42 4610
20 19 1070
8 36 4715
35 26 7854
42 2 1264
33 13 4428
34 18 1446
41 16 2397
17 29 8774
30 39 5968
31 10 8183
16 39 6377
27 14 7216
40 23 3193
18 27 1923
21 2 6000
13 8 7283
19 42 2523
17 3 3575
13 5 2691
35 24 6638
7 33 3057
15 23 7942
23 36 2510
30 20 5507
9 11 7311
30 23 67
2 38 308
10 23 7610
10 23 3861
24 35 9601
43 37 715
41 34 8550
13 3 7864
37 40 4866
27 6 6866
17 37 5906
20 6 9486
21 24 2001
23 41 4087
37 26 5713
21 40 5834
28 8 6171
16 1 2640
40 18 3263
1 40 9326
38 14 2546
17 41 2604
33 24 3204
24 6 9998
37 36 7224
28 1 6407
37 20 6944
11 32 3619
10 9 6932
30 7 9872
17 26 6948
31 20 5095
16 33 1391
6 31 8758
14 25 8943
6 1 7598
35 11 4541
7 29 4881
30 32 2061
39 16 4333
9 10 5256
14 37 7222
12 9 335
12 7 2816
10 19 9648
38 15 1593
5 34 7686
38 3 9358
37 16 8548
29 39 6893
38 41 3565
21 27 2468
40 1 1418
17 7 95
10 18 8811
2 5 7341
8 42 4633
22 32 3751
39 17 9635
25 43 5878
19 34 4083
26 31 781
30 16 9269
17 1 717
38 1 8748
28 18 3471
19 12 5292
8 39 6346
40 18 9320
24 36 2755
19 36 1233
29 27 3501
9 32 4841
29 7 9760
4 1 1993
25 8 7152
12 19 2274
22 36 4292
34 33 3057
39 20 7923
4 24 8763
28 16 1656
4 38 187
15 20 4366
40 23 1069
1 20 9602
5 22 43
41 18 8961
5 13 8010
36 21 2806
36 2 9487
28 26 2389
33 13 5599
12 25 249
33 24 7021
11 31 1363
26 21 4433
38 32 4503
38 11 8692
2 24 9532
24 6 2196
16 36 1535
34 24 5688
28 7 5779
25 11 5241
18 32 2958
36 15 3211
13 9 9246
12 11 6203
22 31 6864
37 24 6201
36 14 5271
3 8 5265
42 12 3575
26 40 2689
8 7 3503
2 7 875
12 22 3653
29 41 2573
26 25 4354
22 7 9230
35 5 3493
5 1 6930
20 15 9457
34 38 2859
7 41 4461
9 31 5908
5 34 1786
35 18 2080
14 24 9952
12 20 4082
11 21 4524
35 16 4352
29 2 4120
31 32 4612
11 13 8094
37 9 407
21 23 7372
8 3 9051
17 10 4451
40 4 1144
17 39 1349
34 17 5818
4 11 1368
37 20 6658
9 1 5293
29 8 7105
38 29 3182
35 7 9925
41 38 9705
7 39 4353
31 10 3174
14 8 8755
2 34 957
11 17 2822
8 23 6899
23 31 9182
11 36 5095
29 42 9668
4 32 1044
38 6 2650
12 38 9561
34 2 5483
17 25 2583
28 13 5966
42 14 6831
24 20 7656
36 23 1787
5 33 359
10 42 885
3 4 5052
39 7 6844
28 30 6720
14 31 7646
22 13 38
7 7 4608
23 7 433
12 4 5024
40 9 5031
37 18 143
36 42 1475
40 11 894
17 8 688
6 29 6520
15 15 9179
14 43 4239
15 41 4395
14 16 2492
13 3 2075
36 19 8807
18 17 7303
19 30 5179
12 31 2999
30 43 8392
27 2 6629
3 3 2402
37 15 5058
23 37 5818
1 20 7502
13 25 9626
6 15 7091
16 40 2365
19 21 9149
17 21 5817
13 29 1215
18 33 6164
26 8 8917
4 10 5326
28 42 584
24 23 1997
22 43 4292
3 38 4691
35 3 5029
7 41 7108
12 6 8238
11 19 9820
42 25 577
40 32 6664
9 35 3623
3 10 8388
28 26 9726
10 15 6591
35 36 8840
32 34 7504
6 37 4864
12 21 9313
18 37 4335
36 24 3120
11 27 418
25 38 879
10 43 1505
28 18 7009
15 9 1091
13 20 2041
36 13 8350
35 5 859
14 12 5801
10 41 349
29 7 2084
39 8 4137
43 19 2005
20 8 2929
2 23 1263
6 21 9497
12 35 1975
20 29 2309
20 43 4030
30 31 7781
6 3 5162
32 33 2874
20 22 2313
2 24 4592
33 21 3236
23 15 6660
36 9 2353
7 33 4234
30 7 9655
33 34 9208
16 8 9022
21 14 8507
5 22 4272
10 14 2545
20 18 5777
13 36 4841
30 11 7697
14 1 426
22 21 8177
41 4 4870
8 11 9985
13 18 4517
17 13 2778
10 43 4405
26 19 4642
4 17 2228
17 22 2069
2 21 1647
9 26 7850
11 36 4690
41 26 4858
22 6 7725
43 14 3910
32 4 4636
37 18 8943
41 32 8465
5 22 797
26 1 67
2 18 3969
19 6 782
7 9 1253
34 30 1593
3 3 2779
5 15 2735
32 4 3254
41 42 8806
22 32 6040
4 11 3079
9 36 6635
2 37 4321
24 3 8611
27 40 105
25 39 7782
8 27 992
32 43 6337
35 30 5530
31 22 32
35 34 6193
34 38 6828
24 16 5503
40 23 6899
17 35 3809
24 15 29
39 25 960
9 14 3088
30 18 1648
43 17 2490
39 31 5257
16 42 318
27 12 8982
13 35 6394
9 43 7717
12 10 2698
29 41 1795
10 43 5176
23 14 3437
16 31 2769
28 12 7380
33 42 8545
12 30 2285
40 22 5918
35 20 2360
36 20 885
42 15 5571
32 5 2675
20 5 2929
32 11 9268
39 30 3139
29 18 5132
28 39 4889
19 14 8675
5 8 5426
21 9 1020
10 22 8150
38 42 3782
16 22 8295
7 11 9782
1 10 8346
24 36 8594
30 36 6014
32 29 8371
30 34 9113
38 34 1066
7 7 8531
9 24 6854
35 1 678
38 33 9851
14 35 3177
32 24 7160
20 36 1713
35 22 6441
38 13 4636
35 18 5427
18 21 376
24 4 4271
2 12 9533
10 11 5031
36 41 1911
11 27 710
27 20 9002
10 37 9988
43 32 2864
10 6 1936
35 15 7115
38 7 1121
9 34 81
31 17 9721
16 37 4645
18 5 6023
15 18 8896
26 27 5573
37 20 3857
33 5 6898
30 23 3578
40 15 9280
41 3 9804
5 18 3283
14 26 202
12 7 1340
9 1 2014
26 38 9341
26 14 5584
21 30 8794
13 43 9973
43 15 9860
4 6 3078
3 32 9283
30 38 5391
9 25 1747
22 39 2406
14 16 9273
7 42 1945
37 10 1675
25 3 1533
33 21 7255
37 10 5061
23 24 8489
26 14 8417
36 9 5892
19 26 5907
17 25 1171
5 7 6090
24 33 8256
38 28 5942
21 41 9756
23 4 3528
37 7 8580
24 14 787
21 43 7644
12 5 611
37 35 534
8 15 4917
27 35 4411
29 39 1001
8 31 2028
2 42 8590
4 20 6667
25 21 7517
12 41 2352
2 12 818
25 24 2037
36 8 9181
7 10 6191
38 2 3985
32 25 3267
12 3 2253
26 9 4837
26 22 5064
35 16 9096
33 8 458
34 26 30
27 41 7118
10 33 4235
7 16 3695
23 43 8113
24 13 1959
20 41 7420
21 12 4247
37 23 5543
35 22 7015
6 36 3973
31 32 2116
2 16 2490
28 13 9052
35 16 9843
41 32 9337
13 26 1288
41 12 5485
42 40 183
19 38 1363
30 2 3694
36 38 1271
23 24 6580
30 8 1304
3 15 8904
38 37 371
33 43 5135
25 34 1061
9 7 138
35 38 6265
1 43 7566
18 33 4402
30 25 420
2 3 9077
31 9 1333
16 3 3239
7 31 4740
28 26 1743
19 4 7718
8 37 772
6 14 4359
32 12 8312
21 5 48
14 30 4240
24 36 9205
22 12 9599
26 8 586
5 12 2313
32 27 8759
4 26 6811
43 3 5945
1 9 3864
42 14 5211
14 42 274
3 26 3617
35 28 5629
19 42 1471
27 8 5392
32 3 3086
24 5 3193
30 35 1515
10 7 437
35 27 587
26 34 8172
42 17 4185
32 25 9887
18 26 9271
17 42 6403
31 2 7943
23 11 8147
24 18 5171
36 39 7971
32 12 7128
7 11 5867
34 27 2362
13 4 3978
32 24 2474
8 40 327
33 29 2575
6 23 1605
33 6 2843
27 5 6304
18 40 1540
39 36 1754
40 20 8986
1 21 4656
36 16 9817
21 41 2717
26 11 8619
42 4 1858
13 9 1340
12 31 3217
20 8 6879
2 39 503
41 19 7416
32 8 2593
19 14 8120
38 30 665
