49 2723
23 18 4078
34 48 4547
49 37 5383
26 2 1030
40 6 413
30 6 2436
41 16 5357
48 15 5246
21 33 9246
41 35 1804
30 13 9579
29 46 7531
29 25 7474
27 41 41
37 34 5553
11 7 867
21 1 4894
39 1 3172
41 40 2847
32 6 5831
15 27 8493
24 8 8161
40 12 4397
27 37 6616
40 36 6048
29 26 8968
27 38 1327
38 46 3710
12 22 1636
38 41 7193
33 11 196
3 9 2342
32 2 9034
6 12 1058
33 41 2388
4 8 6960
5 33 9355
29 34 3312
34 19 8647
43 8 5049
10 9 6718
45 20 2559
12 47 9619
2 29 1758
14 38 4734
11 6 7998
17 12 5513
41 47 9330
24 13 5615
3 35 4013
19 34 4695
39 34 6378
36 9 1429
13 6 4747
29 47 2652
7 37 539
48 47 5833
38 14 2499
14 42 2709
39 22 4362
44 44 59
12 22 9819
14 3 1061
13 25 8388
30 45 8500
10 2 166
20 32 2710
31 21 6882
7 7 2211
5 49 2482
21 9 6320
40 36 1929
34 6 1122
33 9 4401
24 7 4367
31 4 6212
29 25 9497
14 49 1464
29 27 874
13 5 6929
28 19 5040
32 17 4103
2 21 1804
44 3 9876
29 33 5407
45 39 4707
12 13 1324
17 10 8649
7 47 5218
28 26 8137
39 38 1271
47 48 2322
41 12 6543
6 20 2849
32 19 3359
37 40 2475
5 10 4641
4 38 7355
36 46 8248
20 34 7096
43 3 6529
25 27 6255
49 49 8015
22 2 9946
43 7 3941
41 4 6779
14 3 7384
33 23 627
13 10 954
13 40 149
22 9 9254
8 7 8502
4 49 7915
25 23 5368
22 32 7630
44 28 6105
30 9 6635
37 41 1923
10 14 6536
26 28 7373
22 3 401
18 43 8032
10 31 7909
48 41 5248
43 26 3793
36 46 8837
33 15 3814
5 28 4583
47 17 5081
8 16 6192
24 11 5585
19 12 9022
31 31 9254
31 41 1507
42 6 6541
24 48 9054
22 32 4625
12 46 6386
28 20 8905
21 31 6759
2 15 9819
38 27 1946
48 28 166
44 5 9022
35 36 4553
35 10 6031
27 33 4613
49 25 1079
46 34 9351
42 43 9939
10 15 1700
27 35 3263
32 23 373
49 5 596
16 34 5214
10 38 2068
38 12 1202
36 19 5109
7 1 6946
38 31 632
45 44 299
30 32 8314
32 4 5751
5 27 8492
48 20 108
47 37 4663
32 16 7591
14 12 2332
45 32 9069
36 15 4051
39 33 1920
48 41 9109
13 35 2247
1 6 1868
38 32 4402
13 37 6874
40 36 3862
15 40 981
29 3 5486
36 16 8467
42 45 5833
20 30 5464
19 21 1131
42 11 4330
29 37 3519
42 29 333
40 40 6379
35 4 1617
27 22 9455
3 13 5893
11 37 8002
1 49 9461
12 6 3164
38 2 2497
28 38 1485
48 25 3206
49 9 7317
11 18 2090
25 44 4483
24 24 2095
20 38 5195
47 29 6392
39 3 7584
3 3 1309
6 42 632
17 13 3912
33 7 6962
4 9 7481
2 48 4306
32 25 7250
10 36 8597
17 20 3382
39 15 7650
27 29 5686
26 25 1073
19 47 2230
19 4 6441
5 14 1172
47 32 6292
33 22 4176
29 13 7012
36 3 1989
25 48 1687
46 8 6522
42 26 5614
18 48 9199
35 14 6817
3 41 1548
34 33 9159
38 32 5335
8 8 3305
43 38 8417
28 49 1857
24 15 4035
17 13 3508
7 33 2080
27 44 9153
10 11 3524
5 6 9161
42 22 1688
39 29 3860
32 30 8779
44 31 1217
44 26 7282
18 2 3001
37 43 8134
22 26 1616
11 7 5492
16 21 4305
41 47 4086
45 21 8132
24 18 3331
10 36 7189
4 27 3884
43 2 4438
13 31 2024
44 34 5949
27 22 5470
28 39 5605
46 7 8076
29 25 2343
10 16 8209
36 6 5016
26 32 3014
41 18 1227
36 15 571
5 5 7256
49 18 8927
20 19 8548
14 6 3999
47 3 5219
9 44 5699
28 5 27
10 10 1100
14 13 8175
30 34 9620
15 29 5069
20 49 7417
22 12 1604
29 7 667
25 3 3818
7 24 6233
39 4 6350
43 26 8412
39 42 7353
40 3 9994
43 1 777
35 37 5833
12 43 7545
49 45 2260
38 47 8571
12 33 3587
3 25 709
24 1 1288
9 6 4411
18 25 2487
14 26 8627
40 40 6046
9 24 9653
3 26 6323
29 15 8481
25 4 3123
27 43 4696
10 44 7707
9 34 4248
23 12 3070
26 18 4639
35 11 7384
44 17 2566
7 28 6813
21 41 7891
20 33 6245
46 10 3688
24 20 4378
25 15 7961
4 6 7285
28 23 1922
3 42 2283
1 5 5158
2 34 8140
38 11 7433
48 3 9292
44 48 4891
48 22 4871
39 12 6264
3 43 4649
31 1 2735
18 23 5654
44 2 7395
36 8 8268
30 16 4008
30 45 6565
4 20 6353
39 24 7210
34 30 6580
36 26 2977
43 6 5376
38 3 1286
47 46 610
10 27 925
17 20 5979
46 46 8681
28 18 4969
33 11 967
4 42 9488
49 30 6315
17 48 1233
30 49 3473
29 38 3748
11 40 9991
35 45 3566
38 15 5834
19 9 1429
6 29 3693
16 9 3453
38 29 7800
2 20 5267
44 46 338
32 4 7401
9 8 424
11 27 4744
22 27 8571
26 23 2554
29 37 8893
30 24 6971
36 9 9204
7 31 8070
10 20 7957
1 37 4714
15 3 7490
7 17 6707
10 21 3432
34 27 8996
48 27 4756
35 46 7927
32 24 2294
14 28 5683
26 41 2073
32 44 5441
5 8 8870
34 9 2633
9 35 5806
9 45 9142
26 45 8722
43 33 6612
43 24 8609
14 1 9091
34 7 3414
2 43 1365
23 17 3895
31 7 4935
10 19 3906
25 40 9403
45 9 4585
48 27 5061
3 34 7044
14 2 7305
35 10 3278
14 32 5177
29 19 4016
46 25 4913
17 40 643
32 33 9005
41 14 8916
10 37 7577
13 9 2861
28 14 424
38 16 6282
19 41 9387
12 31 7343
38 39 5397
46 46 1203
30 15 8652
23 44 2089
3 2 3109
19 23 5002
7 20 4670
49 26 920
33 23 8403
14 18 6645
33 38 2853
22 20 162
42 3 4724
17 44 8161
1 6 5474
24 2 7752
40 9 6201
46 37 4866
21 39 7022
35 43 352
12 11 3440
10 10 35
16 27 2094
12 41 8373
45 26 343
19 15 2653
13 10 8346
8 39 9302
22 33 7370
7 11 3217
34 17 3811
4 32 3267
12 4 6946
23 14 8466
38 32 5345
31 13 7576
39 15 1438
17 26 5540
47 41 9578
45 46 7721
34 13 7355
46 17 5262
18 34 6834
39 32 6177
23 26 400
26 27 1625
41 43 1951
41 24 809
17 27 3436
11 18 4887
16 10 3597
36 49 1840
14 17 7001
28 21 7828
41 31 2692
49 21 2223
46 45 5017
35 37 5143
30 21 9386
19 47 9345
35 11 3035
40 7 5810
19 38 1221
41 12 8111
18 44 513
22 15 9532
22 49 5959
49 28 1180
39 45 5267
33 38 4664
42 9 7359
3 21 266
4 45 3407
10 39 8961
9 3 1245
41 23 9947
37 17 7900
33 25 7608
7 42 6032
22 43 5172
12 1 4053
47 8 5303
16 41 7705
1 49 1841
47 24 3875
24 5 5400
30 29 2360
1 26 7037
34 8 6642
43 14 8918
10 33 1224
46 10 2230
12 46 6385
47 39 457
16 33 5920
20 48 8931
25 44 8319
39 9 3228
11 42 4349
22 49 3490
20 28 8065
22 12 4837
21 38 5288
29 1 8226
38 7 4759
6 42 3789
24 31 9527
18 14 7359
39 41 6285
1 13 4378
33 42 142
26 38 5728
7 2 3632
6 49 882
5 34 5536
45 34 5648
36 28 3397
6 35 4324
4 25 4529
39 2 6302
24 5 4221
2 33 3413
47 31 5835
33 30 1171
10 30 3168
40 42 7815
2 38 4626
48 46 8399
4 21 6297
30 45 7666
33 12 9433
9 47 2015
35 38 8926
4 1 3807
16 14 4791
48 25 6157
6 24 8362
29 18 768
3 38 7766
47 4 6326
20 39 2012
6 47 9742
46 49 7110
4 42 9750
25 30 8692
47 24 2175
15 40 612
22 49 2065
8 24 4168
37 40 3965
10 16 6873
1 13 8364
13 1 7965
34 5 9570
20 44 4013
39 15 8132
30 27 4897
20 40 8020
7 12 6500
36 9 7945
41 12 6475
45 35 1595
4 2 3027
33 10 2081
32 44 1457
19 8 4309
3 23 5600
7 6 2995
29 36 2845
7 42 6268
12 36 1444
15 40 5021
13 11 3573
25 14 650
39 49 7771
28 15 3870
12 15 3775
15 14 1152
19 16 8074
8 1 2373
23 40 8387
29 41 1763
42 14 9634
27 48 8447
19 14 4645
29 30 1670
43 23 8214
37 28 7310
18 48 8633
14 2 4995
3 19 4221
49 6 2528
49 3 2149
12 31 5207
17 43 7484
47 12 1404
37 33 7373
27 30 3155
6 40 8295
12 22 4989
26 1 2722
1 40 5248
33 22 4376
49 33 6240
42 23 4668
44 40 4092
15 9 1826
27 32 895
43 47 1822
32 27 5976
34 22 5599
1 39 4614
33 33 3371
23 2 1089
26 34 1248
12 9 2157
29 5 9464
5 14 6702
41 6 169
43 26 8973
39 15 1523
39 13 4678
4 5 2921
3 36 7810
43 37 9320
32 17 9967
16 45 7209
38 12 320
11 9 644
16 25 3898
1 33 9326
22 38 3977
44 35 6320
2 16 5226
17 14 8552
35 41 3322
42 48 6645
20 33 2270
38 22 8390
43 20 2829
11 44 8893
29 30 6000
35 8 1432
24 29 6720
29 2 7217
35 40 1537
3 35 7695
37 5 5779
17 8 1153
23 19 4420
9 12 3794
25 25 6889
3 11 205
7 20 9574
20 10 9837
39 9 9672
18 13 8780
49 24 9794
48 8 9859
10 14 463
6 14 9346
14 40 1424
9 3 129
39 22 6482
31 25 8856
29 47 3082
15 16 6308
40 12 7174
38 18 4927
46 2 2587
31 46 8340
28 32 9763
6 5 1156
16 29 9833
7 12 8803
33 30 3677
14 10 7311
9 39 1978
47 32 2068
36 47 7602
47 14 514
44 26 1774
18 25 8034
49 49 1442
36 4 4885
38 10 1229
34 21 7065
49 4 6091
27 22 5401
17 3 2025
41 21 9664
27 4 5430
44 2 936
30 18 7592
47 28 3995
25 38 3839
49 36 2464
31 21 4240
3 12 7146
48 36 8867
24 38 4043
17 37 4284
42 16 9014
38 7 7286
44 35 3977
48 25 401
23 16 5685
9 42 1934
22 33 146
28 24 6340
36 30 1736
3 36 811
5 34 4928
13 40 7747
13 1 6546
34 24 7481
7 7 4422
5 39 8582
11 2 1319
45 48 1398
34 43 8588
17 48 2439
2 35 918
44 46 8790
15 16 5368
4 36 598
46 35 4055
16 11 5375
5 34 1964
3 44 6907
9 13 688
43 15 6520
7 25 5640
5 25 6698
23 2 8156
25 33 1754
28 13 1686
2 4 8525
37 22 9461
13 17 4420
36 46 1679
2 24 4047
5 23 4935
38 47 929
17 21 4343
25 3 7318
30 29 9641
6 34 8942
20 9 5536
34 38 2288
26 30 4135
7 38 3844
13 25 6474
30 21 2969
44 40 9894
24 13 3355
13 47 3496
32 3 3775
41 36 4106
9 12 1165
39 13 3284
25 38 7305
27 42 7603
29 21 9319
14 22 3174
44 3 7821
1 38 7400
28 32 7606
6 13 2058
23 8 300
26 39 997
49 33 1386
16 6 5929
25 5 970
7 39 6776
1 27 1819
6 16 2336
48 48 7402
31 20 311
8 18 3290
19 3 9608
20 15 5098
21 24 7199
4 36 5493
9 6 7140
25 4 7949
2 29 2927
21 5 9574
35 42 8231
31 44 3146
43 29 9470
30 38 5713
42 31 8216
30 39 3290
22 6 4160
41 21 231
14 33 97
10 7 5040
37 16 7178
25 23 6225
35 34 415
1 1 7289
22 47 2482
6 49 6062
40 18 8942
38 31 2959
30 30 4844
9 8 9511
30 23 6616
35 37 113
11 3 7541
41 45 7591
11 31 6290
45 44 6502
19 20 7618
5 25 6365
5 1 6644
31 42 5180
43 25 6192
16 17 6780
47 33 2962
5 5 6917
15 47 3598
23 12 382
32 7 1985
21 38 7464
11 47 5314
45 4 321
4 22 819
45 33 9062
39 6 3033
38 8 4832
24 42 591
49 43 4458
5 8 4696
3 42 4165
30 48 5740
28 13 3358
33 23 8799
38 12 7426
8 49 1908
42 44 6884
41 27 2708
28 42 6627
43 5 2217
10 48 186
21 26 6708
31 30 3518
32 9 1676
30 21 4015
46 17 847
44 18 2778
19 29 3703
19 43 679
46 9 9303
39 17 3444
31 47 7281
11 42 7659
28 37 6642
34 28 4736
40 47 609
19 35 3381
18 1 9663
4 15 94
9 42 1314
19 37 8839
47 4 2352
31 40 2741
15 46 7493
39 49 2728
26 8 8880
6 20 9507
26 19 7532
31 37 2480
38 6 2299
2 37 7772
27 49 3535
9 12 6230
22 23 2309
2 46 8426
18 26 167
9 9 5594
40 26 9145
46 37 4386
44 49 3567
35 30 5890
35 10 1460
4 6 8979
13 9 2674
42 3 6587
25 36 7476
7 2 195
36 20 3419
43 32 9788
34 3 9053
20 24 8513
23 8 2684
19 24 8169
36 5 1915
32 6 3298
35 47 8651
2 36 5665
19 26 9461
46 26 7459
25 40 2647
43 25 9730
38 43 9322
28 43 3411
40 43 8198
13 48 3018
13 23 992
38 21 7930
41 27 4612
42 38 772
15 11 9466
31 1 8284
48 43 9453
19 39 554
10 6 4374
25 42 8804
39 15 9852
25 17 1202
5 46 3829
30 10 3061
39 44 6175
48 30 815
8 14 7389
5 18 1190
35 34 964
1 44 1339
37 20 986
42 47 5157
33 36 9762
9 48 4874
3 31 2958
4 40 1279
38 44 7510
48 15 3982
38 2 2316
4 32 8586
9 29 133
14 46 3129
3 28 8238
42 27 6979
28 44 1763
25 23 1876
8 4 7559
3 14 9993
42 12 959
48 33 4685
46 18 9921
23 38 1939
14 20 4003
41 49 5470
17 29 1000
45 12 2866
39 16 1435
8 20 2592
21 13 2322
34 14 3018
12 24 5690
36 2 5096
47 6 9340
26 28 6792
45 26 5828
19 6 2483
6 15 1563
44 9 9887
46 21 843
30 46 3048
18 21 855
40 7 2357
32 12 7899
21 23 8360
26 44 8318
12 1 8554
46 14 8061
7 13 8719
5 49 9216
10 49 6766
41 43 4524
39 44 7018
4 24 6052
9 10 6887
19 45 3629
35 45 1685
15 32 6525
29 36 8607
19 22 5066
38 10 3115
3 28 7993
27 11 9309
29 32 686
33 21 3708
1 28 8266
14 27 3055
18 27 1788
4 41 2069
36 41 4034
20 25 4626
30 33 7307
33 42 2514
28 49 4739
20 26 1102
2 19 5754
14 41 4095
41 14 9616
35 44 9434
48 22 4268
19 14 6585
31 14 5302
17 30 6911
34 4 5897
10 42 7975
46 30 132
21 37 6585
25 41 1080
10 30 48
41 35 2903
20 34 3514
26 1 6028
9 43 1526
45 42 6514
23 18 7288
47 36 1094
28 42 7865
33 19 9400
31 4 125
9 6 394
22 3 4475
36 19 3516
35 47 7736
31 23 1485
47 25 6141
30 20 3547
35 15 481
25 4 5040
10 30 9421
1 44 1578
27 22 5319
10 14 7335
7 44 7805
12 8 1442
37 5 2650
1 45 8408
9 24 2173
6 14 6779
27 35 8980
38 6 7594
41 27 3669
12 34 7669
30 2 8050
20 29 5668
38 4 528
48 18 5508
17 32 9923
25 20 3013
45 12 4619
19 29 6406
28 10 101
47 39 2977
39 44 3936
3 1 8645
15 42 4692
3 36 5698
1 24 4706
4 7 7003
40 42 768
32 35 2076
38 12 9464
25 16 5193
44 2 6198
47 27 2171
4 16 1296
3 35 9732
43 45 9461
42 12 4654
17 25 6881
37 44 5170
46 48 8588
44 21 9890
18 35 8118
1 49 2527
27 34 7492
3 8 1162
32 49 128
20 38 332
45 25 9067
5 18 1344
12 27 920
32 40 3882
46 22 4783
12 23 1929
46 19 9516
37 28 2833
16 42 349
16 34 6760
27 20 4445
33 30 6576
34 37 9502
36 40 1379
32 12 1407
17 28 3541
39 2 9915
42 18 8050
39 49 3641
48 13 7436
27 2 5500
23 42 5254
48 14 3549
47 35 547
27 44 3669
2 49 6520
48 26 4040
7 49 7958
42 49 697
27 24 3931
18 7 722
12 18 4211
42 4 8285
17 2 5668
26 12 629
45 23 610
41 8 5984
32 5 2854
20 37 4303
2 41 9917
36 40 7913
10 21 9413
31 9 7772
45 4 4262
7 18 3401
46 4 3028
41 22 1231
48 34 4864
14 8 7061
15 4 8834
2 22 4537
42 10 3641
10 34 5546
22 36 5175
40 29 4665
29 25 773
13 27 184
16 11 3184
42 2 3059
25 10 8436
15 31 5796
34 27 6743
16 1 7874
48 17 1699
32 34 2307
9 14 2550
37 47 2104
28 15 1894
48 10 3583
14 46 4536
40 43 140
8 24 957
47 26 7393
30 48 8829
49 30 5781
17 4 5098
24 37 5261
9 23 1322
49 29 8290
40 36 1957
46 31 4068
18 38 2144
5 7 2698
10 17 8907
12 26 9550
36 25 4415
6 38 5599
20 41 3211
34 34 5225
45 8 5042
20 14 994
36 16 3015
17 4 4946
37 17 1290
47 29 7855
49 37 5227
21 25 581
23 32 3430
35 18 1817
26 8 6001
38 8 5279
39 33 5505
23 16 2892
43 46 6888
13 9 6294
13 32 1405
48 18 1402
15 9 6805
16 36 7463
2 12 7327
32 20 348
13 7 5321
31 12 4873
26 33 1346
44 32 4517
15 23 2169
2 1 9240
6 18 3228
25 44 6913
18 48 4961
49 28 9638
1 36 2866
2 12 1758
17 31 7007
42 15 3038
2 25 6402
5 1 667
46 26 890
23 38 1569
28 47 120
12 21 55
3 19 2625
45 31 791
32 43 5747
49 2 5402
46 24 8735
27 37 9288
25 2 1649
27 13 260
4 31 6824
13 10 9125
13 34 3406
8 48 5057
9 9 3299
4 29 6733
43 1 4140
39 44 3570
4 26 416
34 43 3700
35 2 2249
5 9 1972
14 39 3062
17 25 7144
22 45 1625
12 47 1548
16 1 8282
10 27 1504
43 46 483
17 30 3836
46 41 6185
34 28 2767
47 17 6967
35 31 7888
24 25 2355
30 49 5834
30 27 3776
44 42 4113
41 21 6760
36 35 7603
24 33 9278
1 32 172
41 6 680
31 32 6625
3 4 5332
30 37 3382
23 7 8881
3 21 4634
28 44 2174
44 12 6873
17 3 2689
5 7 9698
16 5 897
33 37 8031
8 18 9693
35 10 2436
37 16 8269
6 29 8036
20 26 9409
13 1 7897
46 28 4347
39 36 1607
15 29 6278
47 5 5750
7 13 2204
15 1 6353
4 4 9599
5 34 4924
42 28 4496
21 20 284
26 22 9901
43 17 9388
24 11 6572
5 41 2446
25 40 5468
7 1 9316
22 39 5201
16 31 9519
1 49 5198
45 25 8699
30 19 9795
8 30 7469
7 40 973
30 47 1320
12 31 4976
34 49 2510
23 23 7143
31 26 9396
40 35 9923
16 35 4571
33 30 4605
1 2 2153
30 40 9299
9 21 3699
28 17 8078
44 6 8138
39 44 3972
21 35 8521
28 4 4024
2 44 5208
23 30 2106
49 2 8858
27 9 8975
34 27 4470
33 44 9103
26 49 7398
31 10 8520
47 31 1693
14 2 8080
17 36 9338
42 26 9082
11 21 2428
1 9 8199
16 30 5507
43 16 3056
1 20 1612
27 43 1897
33 16 5828
46 4 5336
15 18 3857
22 48 3312
2 41 1774
21 19 6268
24 44 3699
33 18 8515
16 12 6590
14 42 5435
10 3 9706
7 30 6674
6 15 1148
18 1 3203
25 15 2690
34 20 588
39 8 1712
4 21 7030
5 45 9355
6 24 7759
36 18 5446
13 48 9968
2 15 139
3 38 8024
27 47 4574
17 27 5390
21 10 7947
14 35 8449
16 23 2520
9 36 3812
26 33 8873
18 7 5724
3 9 5587
41 24 5729
18 38 1387
12 1 8960
20 26 7018
28 41 2139
37 34 4634
5 22 6575
10 11 3189
32 17 7498
33 15 3694
15 39 1196
1 13 330
16 46 8796
5 10 979
48 46 3371
30 34 4785
42 21 9083
24 40 4682
42 48 8808
7 13 7459
31 2 7598
18 48 1280
4 29 7309
20 48 9411
11 2 1828
41 13 2581
8 33 6598
34 42 7538
44 28 3209
43 45 5353
29 9 7435
2 8 189
16 21 4744
23 12 7969
27 5 1416
37 23 8886
35 4 8671
45 16 1627
18 43 8042
49 44 3738
6 25 664
11 34 4701
46 44 2468
44 19 298
6 46 1415
49 6 3576
48 32 6322
13 49 2096
21 20 9298
42 8 2119
6 21 9020
8 4 1798
32 30 6848
2 24 9026
35 12 9104
32 49 3268
31 4 3594
17 48 1681
19 28 759
31 13 6693
32 3 4184
36 11 691
42 37 7918
13 16 6304
25 8 6337
4 6 7965
24 48 2675
30 36 1412
24 34 3755
21 46 6405
32 39 1024
27 1 6737
44 20 9785
43 15 1212
26 12 4279
48 29 3589
26 2 6150
41 19 419
40 41 7772
9 44 2323
7 4 4492
17 17 5436
13 33 7261
33 13 9824
19 25 4188
11 29 2450
30 45 372
13 35 483
11 44 5958
42 5 3130
43 21 2961
49 8 5218
38 46 6153
37 18 9198
17 35 9765
46 44 5329
12 48 5300
37 7 2540
42 16 1731
8 37 4174
14 36 1958
22 11 9555
20 7 7324
49 43 5736
12 14 9877
36 28 7485
21 23 6437
39 27 5004
21 19 8573
14 26 9063
37 8 8403
27 28 8311
49 34 3206
39 34 1899
28 35 1888
13 26 9255
18 37 4046
2 7 2929
45 39 3259
2 35 6268
13 44 2865
24 13 4745
41 46 9140
39 31 2273
16 18 8981
18 31 7537
45 48 2930
46 9 9078
37 17 5839
16 34 9020
9 10 4164
41 21 7135
10 25 9187
39 21 9179
18 16 3841
10 1 8676
20 22 9862
21 24 7062
24 39 2199
30 31 9530
41 10 1113
31 32 3136
2 19 5264
25 19 2040
48 43 6719
41 36 2258
33 43 2051
45 36 9780
33 7 4032
3 24 2747
30 33 5201
40 41 6753
23 1 662
32 32 8511
16 43 6101
19 2 7319
34 12 8087
2 45 4662
29 39 8930
10 48 7738
43 29 7512
25 9 2628
3 11 5406
49 25 5056
11 19 9079
22 14 543
5 34 4450
31 3 662
17 19 8261
46 14 6945
40 35 9762
46 43 9207
37 45 4077
10 44 8654
28 43 9855
33 26 6551
37 19 2344
24 32 3065
7 42 5764
1 38 297
29 38 4898
48 33 3603
8 47 271
39 32 3558
2 19 1711
44 26 865
45 26 5969
35 26 9884
11 28 4717
21 8 3635
19 46 3406
9 44 2273
19 7 8796
49 43 6651
23 21 9264
36 32 3285
13 41 2612
27 14 8921
41 34 9264
32 35 8911
14 9 559
33 43 3721
14 9 4421
28 19 4510
22 34 5668
26 7 7892
46 3 4093
8 43 3486
44 11 2289
9 40 8931
17 44 4304
28 41 8871
45 24 9796
37 25 4213
29 35 5360
45 20 4771
23 33 2562
33 24 361
6 7 8834
43 30 9099
47 43 4846
7 44 5266
13 20 8263
39 43 1255
11 16 3347
24 3 291
36 5 6132
14 48 7700
31 48 7636
28 46 3927
20 26 9935
12 45 9834
24 38 691
27 30 4395
10 31 9134
43 8 8998
29 14 6712
23 1 6869
29 5 8931
33 19 2588
9 32 3853
25 33 5374
5 1 2078
8 18 8089
12 46 5333
31 27 1400
10 5 2481
14 6 6654
14 29 576
27 27 7783
35 44 145
34 21 711
30 21 5402
15 47 8368
2 32 3657
18 10 8000
45 9 3221
32 33 5054
42 32 1751
16 15 8002
22 48 2992
16 38 1928
26 43 7536
45 7 2544
39 36 6661
7 16 6261
25 12 1937
2 41 9712
6 45 4566
38 12 9229
9 38 8491
22 6 1860
31 33 9670
33 46 9566
33 24 393
10 15 3080
41 19 9384
13 33 4992
45 47 339
23 40 2717
44 9 7008
26 32 3887
30 24 2648
15 26 2892
16 1 2740
6 36 9929
35 17 2701
6 1 7016
15 15 1733
9 49 7611
45 5 4475
45 18 9935
22 15 1954
18 35 621
40 49 2704
11 33 6244
15 44 1834
4 46 8411
19 22 2319
37 48 194
34 8 4675
26 5 9310
20 37 498
12 37 6581
41 11 2701
12 48 4211
34 37 8440
19 6 3348
1 25 6889
20 15 7275
2 16 4236
35 28 7024
9 41 1841
24 16 3754
15 12 1533
29 2 3616
16 48 6667
11 13 887
29 26 6556
48 38 4763
3 7 6284
25 10 9877
20 32 5489
26 36 9273
25 30 6890
27 44 5952
5 17 4756
1 1 9276
45 17 7693
39 42 647
18 7 6556
17 48 9835
10 12 3685
45 48 5567
30 27 5747
16 12 4988
48 11 845
36 7 4775
46 21 3262
8 18 5241
5 15 1339
4 15 8079
45 33 6361
37 14 6442
39 46 764
4 29 2081
36 13 5474
26 37 2803
34 28 760
24 12 1747
41 48 6052
1 32 3273
42 42 5285
27 17 5921
20 35 8104
43 30 8693
16 8 698
41 11 6306
31 27 753
5 30 349
26 13 4494
29 28 4181
35 28 7925
28 42 7030
12 5 5908
42 19 791
9 6 9497
39 11 4248
2 26 1826
49 47 4772
1 45 2638
21 19 2428
2 32 8952
41 36 700
31 46 3828
45 3 2813
23 39 7287
17 10 1934
30 26 7897
16 1 2135
27 1 7737
31 44 5063
6 15 9049
17 16 8775
32 5 5440
8 32 4386
27 34 1630
38 3 2525
21 42 3881
2 18 8188
9 24 2767
23 6 5929
38 35 2066
43 26 144
45 16 311
32 25 4246
46 43 4905
48 30 4952
30 31 3525
10 15 3031
12 23 6951
40 31 2915
39 21 3593
13 19 4653
20 39 417
18 42 785
19 28 2349
46 29 1922
38 10 9974
26 2 7851
29 6 443
44 19 7433
13 15 9085
3 3 8004
47 45 4338
20 5 282
37 34 2005
19 40 8564
22 2 544
6 39 8730
35 24 9048
10 21 8279
44 25 1641
24 35 7367
44 36 6494
24 45 2649
15 25 575
46 46 8509
29 12 5062
19 7 757
10 30 3789
45 39 4265
46 28 6144
48 9 7330
25 42 2141
26 18 3539
27 3 1430
2 42 6494
48 7 517
25 6 4989
28 3 3435
49 45 1047
2 28 7039
16 30 4589
6 37 4776
33 42 7638
32 25 2783
27 44 2434
39 6 2539
28 32 3072
26 6 1136
39 18 8252
40 44 3404
23 49 4836
18 9 3002
49 18 4859
6 16 753
28 37 7925
16 19 5635
4 13 3565
3 7 3258
4 22 1828
23 44 1779
44 3 1097
12 49 7591
33 42 9516
37 37 1992
4 16 7891
8 21 2074
3 6 4396
1 22 4533
25 22 1390
10 45 9336
18 24 5217
38 1 2204
10 6 7479
22 30 3091
19 28 5677
22 41 1032
14 36 533
7 45 3311
45 45 7503
37 19 9533
47 14 8174
15 7 6976
1 24 1666
6 35 6424
8 24 9321
46 20 6137
45 6 3511
17 24 6743
