54 2631
7 45 4841
5 2 2221
28 27 674
16 34 3465
21 48 3709
28 19 4969
46 49 7085
27 45 6967
25 28 7341
52 8 9046
53 9 8208
15 9 2557
15 36 966
38 24 994
37 3 504
33 10 5684
31 42 2215
5 25 1137
47 23 7520
20 1 2280
46 25 917
29 38 3727
53 47 7841
24 15 5241
35 45 8163
31 29 8961
48 5 4389
2 26 3237
38 11 7371
16 19 6028
2 2 7841
44 23 9597
37 37 2786
23 2 677
5 27 5456
53 4 1323
16 49 1006
29 49 8278
48 1 2611
23 8 7863
19 40 3060
42 16 84
8 20 9049
14 8 2092
54 17 1463
7 8 4712
15 52 6418
19 3 6080
24 33 3420
13 37 8130
30 26 6688
25 35 4472
28 50 4486
26 50 9941
46 33 385
30 39 7178
12 36 6587
5 28 4417
27 16 5580
40 17 3278
1 48 5540
15 46 796
19 38 8736
4 46 2195
1 26 3484
54 29 2011
1 40 3854
21 41 6983
5 14 1520
12 37 6310
47 8 4973
48 15 919
36 27 131
18 49 9739
25 5 9643
49 50 4857
14 54 8240
20 47 6616
47 2 813
28 40 6473
3 38 1237
26 6 7662
41 33 9063
33 38 1048
50 42 9982
45 4 5781
13 30 409
36 47 495
13 7 5565
53 1 7277
3 1 9490
13 14 6751
20 24 2484
19 54 3877
27 33 9718
6 6 437
31 20 4990
25 39 3006
45 49 8046
22 39 4156
12 52 7670
26 27 1172
36 47 1431
12 17 3495
9 20 2215
29 14 5549
3 18 1672
24 11 9967
13 25 2044
29 32 145
14 25 2332
24 18 8050
33 10 5527
38 21 8505
2 24 1635
30 27 378
43 53 2555
13 28 4557
12 50 7531
26 1 3210
43 23 3358
9 38 3603
33 32 8337
11 11 4318
6 1 9914
44 44 9563
19 9 8394
39 5 1976
42 22 1256
7 6 4676
30 53 1531
34 15 6477
39 22 7964
40 30 4923
14 6 826
2 10 4318
8 19 329
8 22 7930
25 17 3067
39 25 3284
28 38 5342
43 50 9951
13 54 9902
19 46 4911
22 14 2624
11 38 1231
25 51 9730
54 6 8774
50 7 8839
29 48 552
7 41 2155
24 15 6737
25 32 5810
33 33 6590
38 9 6350
1 23 5071
46 33 3481
36 36 162
27 46 9474
17 14 7071
32 24 7238
49 11 4142
26 51 3481
4 54 6375
14 53 3952
22 44 5894
51 36 7393
9 49 9219
18 52 9874
14 20 4733
1 2 9298
18 9 1553
22 48 5203
32 2 5299
48 11 915
52 52 1012
4 34 36
38 19 6722
23 9 6575
35 48 8137
15 19 2634
48 29 1578
24 15 4558
54 25 3269
20 10 8072
13 33 7840
33 41 9580
51 51 1620
48 22 1925
7 52 1182
19 36 661
33 46 6887
36 7 5078
28 35 9921
23 8 5458
32 2 4454
40 21 3824
16 18 2007
14 34 1135
12 44 8397
46 49 5055
6 32 7341
43 43 1355
35 20 8160
37 52 5476
54 44 5780
29 52 636
24 52 7958
4 29 9536
34 29 1736
12 44 4906
3 52 6491
37 25 146
12 36 732
20 32 8798
22 44 7907
41 47 6324
33 6 5692
49 47 7717
11 35 7617
25 45 6046
29 11 5143
32 36 337
25 6 7225
19 13 2386
3 46 7744
44 26 7885
47 5 5242
28 48 2723
36 9 635
6 8 2507
28 41 454
39 19 8776
14 15 6245
34 30 3284
21 50 5927
32 18 2886
35 54 9718
28 9 9266
20 22 3280
15 21 588
16 26 6915
38 13 3120
9 44 1038
5 1 2485
5 26 7442
45 36 4084
24 36 909
8 30 2174
1 31 7207
1 20 8255
3 33 4493
3 47 60
17 32 6848
36 22 5183
20 13 4606
46 52 2630
27 34 854
2 3 1328
46 34 8869
21 12 4984
32 26 9012
54 2 9743
46 30 4426
51 22 6229
40 43 5478
9 6 4859
54 51 8040
50 28 3309
18 28 3624
53 33 8033
29 38 7159
38 22 5532
43 47 4091
42 17 7267
42 37 2564
24 50 4091
44 29 1366
18 24 3319
16 36 8478
8 2 8946
23 33 6681
27 21 3491
44 5 2286
31 40 4871
53 46 1401
45 41 1334
16 28 1792
31 34 2518
11 54 5902
7 33 2100
42 27 5227
51 26 991
22 11 6104
43 40 8159
7 9 568
40 14 5432
30 26 9150
27 46 1138
23 4 9268
40 14 438
38 1 9551
33 8 6957
42 44 9307
7 26 889
9 17 1970
11 22 1090
14 44 857
50 49 189
13 11 1824
25 45 6623
48 44 8705
49 28 7986
18 4 8533
26 4 9937
20 26 7970
14 40 3140
26 23 337
11 43 2207
10 41 377
52 11 1065
10 9 1859
28 25 3710
10 36 9038
16 52 4903
39 47 9913
52 42 7161
36 6 8749
36 40 4654
4 33 1080
45 10 4477
28 46 6260
54 25 3464
49 11 6286
41 44 5430
27 23 1109
44 22 165
48 39 4623
44 12 6874
13 52 505
20 29 8710
13 22 4662
47 53 3234
1 29 8537
34 9 1825
30 11 6715
9 2 7263
52 23 3654
13 41 2767
4 19 4363
2 19 9327
29 41 5733
47 47 5507
37 40 6705
28 28 9737
47 31 1019
51 18 5916
50 33 4239
38 15 8045
21 53 7251
50 1 683
22 11 9837
40 36 4255
33 9 418
43 3 7786
31 28 1638
12 49 8298
14 44 9321
28 39 7928
23 53 4386
39 31 96
50 9 5454
18 18 8097
8 35 1189
12 1 3105
42 28 8098
8 35 6987
51 6 9834
20 11 1797
33 8 8825
10 22 1388
5 7 3895
34 35 9733
49 40 8843
5 30 7643
7 31 3579
6 18 9934
28 21 9777
21 6 3385
41 25 7604
54 49 8176
15 3 7504
4 30 5398
14 45 5266
9 39 1606
34 22 8102
44 17 1487
52 47 2550
1 52 1126
43 11 4869
17 21 142
53 43 1411
21 8 7874
35 47 9347
19 1 5769
38 10 9334
11 34 7852
12 38 2378
33 35 9440
31 24 4995
45 11 9650
8 25 4041
5 14 5330
51 42 8721
13 4 4589
11 3 2171
17 8 2323
41 25 3165
17 10 1777
18 50 6935
51 51 4120
32 8 5744
20 18 3348
5 3 475
23 36 6093
8 23 3511
18 39 408
47 29 2420
51 46 9550
23 27 1295
3 40 6511
49 27 3246
51 32 9673
35 19 2087
3 41 3690
29 17 8811
49 54 4388
31 17 5855
32 49 2710
31 43 3693
14 43 4647
16 39 7162
31 54 768
17 38 7784
16 28 8766
49 2 2203
33 27 4072
33 32 1753
40 7 677
15 24 60
40 41 1751
9 28 3179
8 20 2767
37 42 9174
1 11 7752
42 49 5676
6 14 8572
4 9 2092
48 24 2841
1 47 1497
40 21 5335
50 26 4618
14 36 8403
9 13 8755
15 40 3801
44 52 1429
35 11 5457
29 25 7143
21 48 3920
21 1 1173
43 32 4637
10 20 8630
13 15 7702
50 17 1300
36 1 922
29 28 3828
12 47 1417
49 27 5152
4 15 6253
23 34 8546
49 5 8854
28 16 3583
28 54 7172
17 31 4922
37 3 3657
9 25 9043
42 39 3975
11 3 67
21 23 185
33 38 2676
31 5 4957
19 40 9572
21 37 1818
3 30 8848
27 21 3391
19 21 4012
36 6 8689
26 4 7828
38 49 1428
52 13 617
46 8 1255
21 18 88
1 12 2487
38 36 5754
48 49 8558
39 26 2734
37 3 8625
42 12 8656
20 47 2567
19 49 9509
4 54 4040
48 10 2699
23 42 7880
28 38 4038
46 3 5011
18 9 8276
24 7 2657
48 25 4031
6 50 2968
8 27 9038
37 23 9607
34 49 8436
5 34 6576
28 38 8436
16 8 7514
11 22 9277
46 32 6570
27 21 2568
12 11 7113
11 36 5025
34 1 8264
35 29 118
34 28 2477
36 17 2335
4 28 4829
6 28 8190
18 10 8723
47 28 5687
31 18 8163
9 24 2468
20 31 9280
16 13 6234
37 12 4195
18 6 1455
22 19 2999
19 21 7713
22 23 9645
17 19 1599
25 29 7136
49 18 8395
13 15 2713
13 19 1983
27 39 8853
48 45 9500
28 11 5264
41 37 9222
14 10 7401
12 3 9882
11 33 9341
16 13 2786
40 1 4987
11 17 7504
34 4 1511
8 43 1352
15 27 1018
54 5 5596
50 22 5463
25 49 5344
54 52 6547
51 47 9935
52 35 1867
10 1 7124
12 4 4402
12 11 1358
46 25 5878
15 7 6812
13 8 9992
34 52 6086
24 8 5918
47 39 8423
42 19 4322
27 40 6552
20 13 256
45 20 9433
16 39 329
26 47 1375
16 21 9020
49 8 4135
14 34 7328
35 49 3212
21 43 6847
42 11 2810
8 39 2700
11 25 5614
53 38 4733
16 22 1718
29 25 5761
44 41 6150
43 21 7997
41 34 9022
21 37 9788
10 25 3801
25 24 2761
16 47 5703
12 42 4472
50 14 4143
46 29 8500
38 11 1544
17 14 8321
8 24 2449
31 36 3897
4 23 8326
34 33 9307
16 10 5936
51 54 4363
47 42 3297
23 43 9399
28 41 1745
46 46 8239
18 3 7147
46 38 1854
6 15 1176
1 22 8439
2 23 9656
41 3 4313
53 35 2341
15 50 3941
39 7 2734
42 6 7456
40 32 7183
1 49 3162
17 21 4517
46 19 4155
11 5 4885
39 41 1537
46 53 5751
45 49 8888
2 54 8203
34 35 4207
18 2 109
20 16 2143
11 39 547
41 21 695
23 25 9281
19 26 6282
4 26 5233
45 7 4270
50 50 431
32 14 4689
38 13 7647
17 15 7672
5 14 3308
19 40 4075
51 5 9351
29 4 7373
53 36 5174
2 33 3015
36 35 8425
39 10 6230
42 36 5491
40 38 9306
24 47 1454
50 49 984
23 31 6749
22 6 6633
7 1 8008
9 4 689
5 45 5536
14 17 3684
4 15 3861
23 49 5341
32 34 3288
11 13 1054
6 9 2986
20 49 8353
21 45 83
24 45 2221
19 52 4610
28 44 8328
1 50 9138
26 20 4409
4 23 6679
53 28 9312
11 26 2019
17 15 6667
54 25 2516
41 53 7981
42 39 3122
50 21 4458
28 26 6799
24 31 3984
32 22 4769
48 38 5226
26 54 4330
8 31 8932
50 49 3948
17 41 957
39 18 5147
10 24 132
45 45 1221
13 41 5877
27 34 3901
24 9 8901
1 18 2587
31 46 4883
35 27 9208
36 26 3380
37 27 5700
13 44 6021
42 35 2403
49 48 6029
25 31 3142
40 33 7510
42 29 6619
21 14 4601
32 39 8760
42 27 316
52 51 728
27 21 2059
42 30 2333
44 34 7876
27 8 9664
10 35 2184
14 16 3486
5 7 6004
32 38 8497
34 30 2779
43 27 6634
19 52 255
21 12 8101
39 29 3228
51 48 4731
22 15 3283
30 24 6353
11 28 9068
46 8 7870
11 15 8676
29 26 5774
18 47 7959
25 30 7927
13 14 5322
38 41 7344
51 27 3006
12 40 8382
37 42 4937
43 19 1367
45 32 3940
15 5 5496
28 35 4218
30 22 8914
37 13 1225
50 16 126
4 15 302
10 23 3049
15 10 4550
24 33 453
36 21 3323
39 52 3515
45 42 1055
1 20 7051
20 37 6414
53 23 2539
51 26 443
14 42 4497
15 45 406
2 32 1545
2 11 8952
3 43 7840
52 10 1363
7 31 5582
45 13 9527
26 15 5878
28 25 9235
38 2 5560
46 22 4083
20 26 7550
16 50 5296
40 41 5403
35 53 2850
43 33 8615
45 11 8879
10 42 1357
51 24 8349
47 36 5488
34 33 9544
5 51 5849
50 29 3887
48 17 1944
52 45 5674
48 38 4123
22 24 4921
14 27 7914
5 32 8500
53 30 5860
11 32 5682
18 39 4191
13 35 7353
5 51 7237
37 23 9142
44 42 7005
4 46 2804
53 5 817
34 16 460
49 5 5896
37 50 7935
33 43 1410
1 20 2511
49 29 9566
46 21 7097
51 10 2981
54 12 9365
1 28 9581
54 38 5454
39 41 5154
5 1 5838
1 53 3664
45 10 883
32 54 2873
52 13 2997
46 46 1084
14 16 9034
40 36 2349
44 16 5187
9 9 6237
44 50 3747
17 33 5102
21 15 6400
11 46 9697
24 48 6235
22 32 1355
1 49 4907
38 42 9935
14 21 753
18 40 1272
49 29 5726
18 39 1968
10 25 3782
32 26 9286
51 23 2672
7 32 6026
14 30 9863
39 38 1615
46 54 664
45 29 8690
5 31 6502
34 29 3073
40 19 814
13 46 3301
36 45 298
43 46 5128
20 30 3654
8 43 2615
27 8 5570
28 23 9820
49 54 4854
28 22 5160
25 10 8831
46 16 544
2 21 6865
27 51 4689
13 13 3252
51 38 2617
26 27 5425
50 1 4671
3 6 4804
54 38 3375
7 41 2715
8 40 9658
31 12 5458
11 53 4163
36 13 1433
47 36 1253
33 40 4628
11 29 46
34 41 5759
9 29 4933
14 14 315
3 11 6589
35 17 5556
17 11 6558
6 31 9523
1 32 6318
3 38 4798
46 51 9408
24 49 7705
24 4 54
6 2 2801
32 9 8883
26 30 7233
20 7 1729
34 13 4168
14 16 763
50 31 8166
3 8 3059
37 8 2974
25 13 795
34 10 7401
12 48 4075
42 17 8305
45 4 5247
9 43 2060
52 25 7314
47 26 116
2 17 8046
24 9 2582
50 16 2335
23 38 4283
44 54 1635
38 44 7740
18 35 1151
27 49 9902
43 23 4925
47 13 5479
26 24 2210
5 10 4128
30 19 8528
17 1 9956
28 27 5876
53 42 18
9 3 5693
3 24 2573
26 18 5315
42 26 3479
19 17 5482
33 28 9868
2 46 1124
10 29 9579
36 6 6397
53 31 1057
6 36 2052
31 40 1745
34 31 5225
11 45 2253
40 32 545
10 31 4302
33 27 3640
2 8 4074
17 2 3947
33 24 1552
30 28 4209
51 42 888
45 7 9032
50 23 5908
44 50 6321
15 4 1667
31 34 5285
17 19 2831
52 31 4651
8 1 6438
35 50 7919
53 29 9237
29 19 3429
49 17 4684
45 16 7546
13 24 44
18 42 2416
1 23 7467
2 18 5700
32 41 712
46 1 8003
4 14 8596
27 3 609
20 21 7627
29 9 3638
4 54 2814
36 12 5126
17 36 5452
10 3 7134
29 50 1246
6 12 9016
8 48 1139
39 8 1006
4 45 3602
27 6 9658
47 35 8070
50 17 1673
28 53 533
5 51 6572
52 20 9913
22 12 3965
35 42 9567
20 18 9405
20 5 1050
35 23 9644
3 8 9338
40 44 3394
4 43 4649
47 6 8934
2 14 7734
12 44 7635
54 3 2115
20 25 7840
54 11 5070
11 7 187
41 11 7686
16 3 2909
3 9 6234
52 50 801
54 5 3061
32 30 599
38 11 1637
28 8 1317
50 2 2741
37 47 3698
37 49 6678
35 16 7247
38 15 9300
9 44 1190
17 48 6790
48 44 2659
19 13 1999
22 15 8854
26 35 1802
36 44 3980
10 23 8017
43 40 3863
23 24 8807
27 20 57
51 39 1967
48 24 5004
9 40 7532
32 23 9364
40 13 8852
45 27 1203
4 53 6805
22 13 9713
5 50 2230
53 1 9512
24 33 5215
12 37 442
29 7 7479
39 26 6028
14 50 3647
50 23 3250
22 10 8
32 39 812
11 29 30
33 23 6708
4 12 6495
5 2 3249
15 35 1509
33 41 5953
41 13 8232
26 50 9763
49 48 5362
42 23 878
42 21 9914
6 8 1117
45 46 6651
8 35 2972
40 6 9654
36 14 6827
31 33 3189
15 25 9477
34 52 2046
29 45 6977
50 11 4005
11 39 8461
52 52 8284
4 5 720
21 52 5428
12 47 6981
25 52 443
52 42 2254
36 37 6620
13 40 9921
52 10 9590
16 52 4500
13 43 8256
15 49 5426
13 24 9337
15 14 2644
15 38 4410
15 33 4165
43 22 1621
35 19 1866
32 49 174
25 3 3762
30 15 73
42 29 2198
16 46 342
17 47 2697
11 18 1324
11 54 2910
50 32 8473
23 6 7368
39 25 237
39 35 7337
10 27 7330
34 51 825
53 42 6810
48 10 3318
37 38 1810
36 41 2020
46 13 7990
10 13 3902
21 18 4453
7 40 2498
18 44 4271
13 10 673
3 53 4288
45 43 7510
13 9 8127
53 45 6307
17 5 7117
9 51 5713
36 3 4001
20 36 6085
33 47 1532
53 18 6673
48 17 5501
9 12 345
29 7 133
28 41 1652
36 42 881
14 10 2538
47 25 6691
2 37 4202
5 10 2291
44 46 6629
13 34 8497
28 15 504
25 43 8022
50 46 908
40 47 2787
6 52 1575
41 44 3076
8 30 3614
33 23 8439
44 13 4486
22 28 3010
43 29 7413
46 42 9443
21 29 2396
17 2 8004
50 44 5741
41 46 7
33 13 2383
32 39 541
14 27 9244
27 19 3082
52 22 8038
38 22 2574
32 39 3678
24 54 5972
18 41 8151
25 4 7956
25 14 8042
8 33 2939
29 29 2014
23 12 1133
33 19 4748
40 43 3128
49 16 8751
50 16 3075
48 8 683
17 27 6783
39 28 5321
3 10 3910
9 50 8299
19 33 9739
19 19 2590
48 40 5284
29 17 2575
34 4 802
12 42 3594
4 33 7695
15 47 6722
51 53 1555
22 10 3165
30 17 8698
27 47 9282
25 13 4369
28 6 283
21 11 4331
28 42 9574
34 47 9756
49 3 4057
36 42 90
35 12 241
9 54 8975
37 45 7420
33 16 3427
13 47 5193
49 48 9046
13 24 7060
34 40 8916
38 9 957
43 15 6676
46 32 8732
20 22 6662
14 49 1020
32 17 7681
21 19 3586
2 9 7901
17 21 7147
37 20 3259
9 4 3972
51 22 4886
52 40 1664
27 27 932
2 20 9252
14 48 7011
17 10 4859
5 38 5265
45 40 5651
43 44 718
40 17 3220
31 12 385
41 54 1441
39 21 5386
47 10 3661
18 37 7725
37 11 3426
7 15 8542
35 1 9746
44 53 2654
31 50 3088
38 45 4699
32 8 4573
26 8 1739
5 10 3832
16 37 4690
28 21 1575
30 54 493
35 15 3342
32 34 3609
33 4 5629
33 53 9855
5 48 1411
6 24 3297
43 51 8533
13 41 4780
43 38 8812
12 54 2975
22 30 4111
24 30 7064
8 13 4614
7 37 8163
16 48 7815
20 23 8765
29 21 9891
26 42 5733
8 35 7544
17 50 3396
51 27 2623
23 25 6081
16 43 1071
43 6 6600
25 28 3801
5 54 3428
35 41 5732
32 26 7916
13 43 2511
19 7 6025
28 14 6814
39 9 1784
39 29 4523
38 45 2099
7 50 2301
1 18 6030
23 53 48
13 12 7339
18 42 5952
47 14 3144
41 38 2503
14 12 933
3 46 5493
36 14 4595
19 25 7708
16 40 4915
44 3 2371
16 2 3004
33 8 2931
53 13 235
5 33 7220
44 20 1803
52 38 1538
14 31 2070
21 52 1557
13 26 2545
17 26 1643
34 44 7291
50 42 3689
46 44 6606
1 53 3662
7 17 7853
37 11 9305
29 36 4071
50 36 9994
20 12 6643
26 28 1758
17 24 8612
20 5 6774
18 13 5482
10 37 5659
37 54 6310
35 6 3587
40 39 4780
39 38 7755
9 4 1338
51 21 2380
47 3 9787
25 42 2588
24 53 5903
28 52 7930
8 4 9203
20 52 1295
13 45 7470
37 34 797
17 14 6190
22 27 5125
52 16 8591
34 11 7102
31 6 7909
14 7 6791
51 28 7741
20 25 3445
14 24 9340
29 3 6484
44 8 1022
5 24 9389
46 29 5613
1 4 3197
36 1 8036
4 44 3088
48 44 8607
51 50 4976
31 17 4783
41 18 7566
45 27 802
9 34 891
26 20 8009
30 48 7125
41 1 3882
9 22 3207
13 19 7106
13 10 6798
14 8 8748
5 46 1010
54 21 8190
54 16 717
43 40 3255
34 50 1636
53 9 7039
50 17 4388
47 30 4597
32 3 7014
50 27 5282
43 42 9370
50 50 2933
46 43 4911
8 48 6632
4 53 7337
36 43 617
1 42 852
27 53 3020
54 41 4589
7 48 3572
4 6 7494
39 15 7257
48 22 1075
46 9 3492
49 10 1776
50 25 3121
10 49 6915
9 25 788
18 17 632
38 41 5075
47 14 7238
39 25 2426
51 44 8964
16 39 4342
44 43 9410
30 49 7082
42 28 5848
45 4 927
28 54 2048
48 2 3814
47 40 9728
29 3 6759
24 4 860
49 21 7998
10 30 9717
37 53 9777
4 43 7307
43 47 8217
28 14 624
49 18 7175
26 53 8182
6 10 8779
34 39 7480
45 29 9856
43 2 9591
8 5 2091
1 38 4346
46 8 9882
25 38 6506
21 25 5938
17 45 9734
19 21 6461
4 19 982
31 50 1381
43 31 5330
47 51 9511
54 35 3933
38 4 2964
26 39 5165
3 42 3538
49 16 2280
35 12 8141
18 4 818
3 4 5459
4 32 6524
24 43 5527
35 35 7620
16 51 1937
4 2 6576
46 28 1131
37 22 2900
48 2 7527
54 29 790
22 10 4877
9 38 5889
12 47 8829
26 32 1208
42 33 2570
24 38 2890
6 7 4436
49 53 2933
30 17 5129
9 37 3948
12 28 4555
32 13 6266
33 1 960
17 39 8917
46 35 6396
49 29 2575
47 17 8871
48 33 5213
16 15 559
11 32 3114
32 26 4287
50 3 6022
31 43 7606
29 24 6236
39 7 5198
25 50 2933
42 49 6695
9 52 9320
18 54 9490
11 9 7551
20 53 6714
1 24 738
54 53 7269
54 46 7001
36 9 8239
1 46 3699
49 28 9539
50 23 1637
33 25 9740
5 14 7441
18 41 4467
44 13 6966
45 10 2488
51 54 7293
41 2 3784
37 37 8433
27 28 5101
19 43 239
5 26 7583
14 14 7068
23 44 6983
33 19 8636
33 48 2457
6 54 7048
44 3 4052
42 24 8130
49 50 7214
47 21 963
13 40 2192
1 28 4005
45 45 3559
7 3 7499
15 22 1598
1 2 10
25 18 772
33 8 3900
18 12 6649
12 4 2075
14 12 9961
30 4 3956
53 17 1370
16 38 2592
14 17 401
21 38 4697
11 44 7538
20 30 9289
51 47 3378
24 31 1196
5 13 6532
15 25 6897
51 49 4098
39 26 6024
49 47 9170
2 9 5946
49 51 6815
28 30 4787
25 4 3530
29 14 2321
2 46 5207
48 14 3017
39 27 3539
40 35 752
14 38 7723
6 20 7178
32 53 3379
54 30 3619
49 15 3496
50 53 175
4 22 9022
16 29 4655
19 33 1426
40 52 1211
10 40 6548
39 5 8306
34 53 4768
20 4 6739
16 49 7111
27 31 9211
37 43 4149
15 23 7977
14 50 2307
2 20 5685
25 19 9286
50 2 7616
46 53 5457
45 16 1885
28 20 1897
23 48 7853
21 17 5794
8 50 4072
27 49 4932
39 43 9760
35 16 727
45 26 8519
50 20 5576
3 34 9763
30 14 5860
18 51 5274
46 51 3073
52 13 5215
4 45 1589
22 39 3015
20 27 4679
9 25 2708
23 30 3030
3 5 5050
4 45 4593
31 15 6620
29 39 3492
50 51 8234
18 10 7651
4 53 2355
49 34 6300
5 28 2953
16 17 9619
54 47 4721
46 47 8678
52 30 8844
9 45 5238
28 54 941
52 41 3098
42 23 3303
39 45 6741
48 21 8536
22 35 6165
18 9 5423
30 17 2409
18 54 4351
43 10 6053
15 9 1129
33 43 2124
21 54 4515
48 15 2769
24 17 836
33 16 6727
28 30 2804
1 38 1460
29 23 560
46 24 9467
48 43 6825
9 18 2064
34 43 2933
40 20 4758
19 5 9614
7 5 2962
38 23 5093
43 5 1676
24 41 3994
33 14 1885
54 26 3672
53 49 9327
39 4 3377
50 26 4831
41 40 907
23 37 2148
21 25 7736
41 2 1874
48 34 8959
41 17 8464
19 41 6541
44 49 2941
14 9 2419
3 11 324
7 26 8263
11 44 1922
41 25 4663
43 19 9631
40 10 2463
19 33 9372
40 35 7363
33 4 7505
11 25 7855
12 14 9690
14 48 5106
30 46 2027
50 26 6262
16 1 2967
36 52 7468
4 3 2493
43 2 7126
28 11 8237
49 6 893
48 50 9482
28 37 2751
23 19 6854
29 28 5057
2 45 2531
12 3 2604
6 7 3060
8 37 4194
39 5 3772
2 38 705
52 12 7655
29 51 9923
35 8 9899
38 11 6399
36 6 3437
46 45 2603
26 40 9283
1 50 6651
30 50 7933
41 17 7777
22 29 378
6 20 6676
49 32 8118
37 35 7447
8 27 1719
22 47 5253
4 12 5062
50 5 1749
41 30 5970
26 47 1351
1 2 1502
38 34 5284
3 8 6319
52 20 7309
52 50 7817
5 54 810
52 45 4507
32 46 775
22 23 7941
47 20 6807
39 23 4186
10 49 6027
10 7 515
3 29 1022
36 27 6642
31 3 379
34 34 8655
18 35 9116
26 33 1729
33 41 8129
3 3 2702
25 12 6394
24 43 2492
16 51 7169
15 5 846
12 29 6800
2 53 8719
9 4 7097
3 9 3101
52 44 7873
9 49 3684
49 47 8159
43 8 5785
30 22 1339
43 45 6660
48 12 1616
5 25 2386
17 45 469
19 29 1880
13 22 7535
29 43 4104
20 42 1797
46 40 5165
24 31 2561
7 4 8021
20 51 5534
21 19 116
17 49 619
4 3 2241
20 45 4377
51 32 1821
15 6 6935
21 43 3269
45 12 7715
40 30 4229
24 44 4478
39 29 9604
40 42 2641
44 7 2263
15 24 1051
1 16 5437
49 18 1528
43 22 7868
25 22 114
24 44 8188
12 32 1710
48 22 5859
19 38 7262
26 42 9904
33 3 6621
19 28 4259
4 38 8572
29 50 7002
50 17 9024
32 37 4505
40 23 4820
32 48 7081
15 8 186
22 24 2119
39 22 2920
23 51 2130
40 49 5479
44 44 6841
36 50 2306
47 16 83
13 49 265
30 43 985
40 29 6671
30 39 7890
17 27 8743
18 20 6138
47 47 2201
51 29 7617
18 39 6621
45 38 2519
10 26 6771
10 46 3965
2 34 9818
26 39 8257
13 23 8994
24 35 4778
51 33 2695
37 53 4104
47 25 3550
28 39 5464
14 38 361
3 39 9146
3 14 6977
17 49 9631
41 5 7815
25 37 8843
18 5 9581
5 48 5658
17 40 3719
28 27 4473
8 39 3005
41 6 3393
31 48 7235
33 30 6633
43 22 8864
4 25 1081
31 32 9399
20 21 4016
24 26 6593
47 27 3615
18 37 7977
33 28 907
20 17 7833
3 38 6692
53 43 6852
45 43 8851
13 26 5292
46 8 4689
39 4 2654
6 48 2238
18 54 686
36 53 3155
19 13 3961
51 39 7148
37 10 7646
21 38 1037
42 2 2002
31 11 6033
48 50 2582
5 15 5583
24 48 7854
4 17 5495
44 10 6601
25 9 9984
17 54 4701
24 20 6781
12 13 6864
26 51 7315
8 7 3596
17 5 591
52 21 6113
3 38 5646
54 10 3391
4 20 5089
43 19 6350
26 33 2906
12 1 8992
43 23 4886
49 34 6102
27 11 1964
15 20 2584
15 46 4499
17 4 7912
45 47 4801
17 39 270
8 12 2832
47 8 2479
29 10 4264
28 19 7111
31 8 2085
45 15 5918
25 26 7595
14 13 9893
15 28 9535
20 17 2056
22 23 2854
39 39 2410
48 22 7046
27 39 5873
33 50 6165
54 20 8282
21 7 7214
16 6 7922
48 21 1019
5 15 2480
16 18 2474
26 22 4450
33 42 5828
43 4 276
33 26 2124
5 16 5438
3 18 3107
36 29 2657
43 14 4806
48 45 3757
16 14 8402
12 15 2479
18 10 5530
