3 2727
2 2 7118
1 3 802
2 2 6436
3 3 9179
2 1 4583
3 3 967
1 3 3652
2 3 5448
3 3 1970
1 1 1548
2 1 3730
1 3 4792
3 1 9607
2 2 5272
2 1 6589
2 2 8304
2 3 9548
2 3 1839
2 3 3460
3 2 5255
3 3 3895
1 2 2664
2 3 4474
1 2 993
3 2 685
1 2 4231
1 3 9356
1 1 6855
1 3 2459
1 1 1637
1 3 3955
2 3 1171
1 3 2020
1 3 8543
3 1 5658
2 2 6546
1 3 901
2 1 261
1 2 1482
2 2 5607
1 3 7779
1 2 8978
3 3 8205
1 3 2536
3 1 9191
2 3 9221
3 3 515
3 2 802
2 2 5297
3 2 2307
2 1 939
1 1 4121
1 1 8504
3 2 4925
3 3 9175
1 3 2005
1 3 9863
1 3 5094
1 2 1893
3 1 7507
2 1 2676
1 3 4634
2 1 3421
1 3 4232
1 2 5833
3 2 6604
2 3 6901
2 1 3803
2 1 4269
3 1 4990
3 1 4152
2 2 8159
1 2 2053
3 3 1161
2 3 163
3 2 1018
1 1 6163
3 3 4848
3 1 4085
1 1 3978
2 2 9768
1 2 7606
2 3 3836
1 3 4200
3 3 6521
2 3 6876
3 3 547
2 1 6396
1 2 6059
3 3 2699
3 1 8871
2 1 6992
2 2 8804
1 3 7450
1 2 7570
3 1 7624
2 2 6546
1 2 9571
2 2 1755
3 2 686
1 1 4302
3 2 6980
1 3 5509
3 2 409
2 1 6359
3 1 2724
2 3 7203
2 3 9474
1 1 101
1 3 5020
3 1 994
2 1 6138
3 3 6568
3 1 1655
2 1 5546
2 2 6087
1 2 534
1 2 5979
3 2 2058
1 3 3829
1 3 9993
2 3 6859
3 1 9978
3 2 299
1 1 398
2 3 148
2 1 5225
1 2 407
1 3 542
2 2 4327
1 2 6741
3 1 5554
2 3 2514
2 2 7950
1 3 9392
1 2 6236
1 2 7613
2 2 630
2 1 4156
3 3 3737
2 1 9248
1 3 7383
3 3 4712
2 1 4592
1 2 8049
3 1 2164
2 2 3000
1 2 2698
1 2 3430
1 1 2403
1 3 4688
3 1 3313
2 1 7710
2 2 7869
1 2 1388
3 3 3743
1 3 8860
1 3 6263
3 2 3801
3 3 5215
2 2 4333
2 1 4136
3 2 4490
2 3 472
3 2 3279
3 2 3045
1 2 4944
3 3 3345
2 2 1529
1 3 7341
3 3 3820
3 3 4562
3 2 5552
1 2 9000
1 2 3062
1 3 585
3 2 3965
3 1 7955
2 3 8484
3 2 1901
1 2 6897
1 3 8918
2 1 3374
3 3 9362
1 2 5684
1 3 1024
2 2 9331
2 3 2883
1 2 5860
2 3 9713
1 1 1829
2 3 1026
3 2 2482
1 1 6438
3 3 3827
1 2 7968
2 2 4483
2 2 9988
1 1 8765
1 2 4484
2 1 2878
1 3 3856
1 2 6865
2 2 5592
1 2 7514
2 1 3323
3 1 7292
1 2 2585
1 2 1773
2 3 5681
2 2 6221
1 1 3832
2 1 6321
1 3 8215
3 1 7754
2 1 8768
1 3 2132
2 2 9357
2 2 3527
3 1 1062
3 2 958
3 3 4772
1 1 9485
2 3 5844
3 2 8191
1 1 9495
3 1 4115
3 1 5331
3 2 2788
3 3 1745
3 3 3232
3 1 1002
2 2 3792
1 2 3079
3 3 4271
3 2 3694
3 3 8263
3 2 5985
3 2 5720
1 2 1621
2 3 9956
3 2 6703
2 1 4751
3 3 2323
3 1 8166
1 2 9122
1 1 7317
1 3 8793
1 3 7446
3 1 3104
3 2 3102
1 3 6825
1 3 6973
1 2 6743
2 1 509
1 2 6861
2 3 8137
1 1 7831
2 2 5012
2 2 7313
1 2 8032
3 3 4554
2 1 9587
2 2 226
2 2 2580
3 3 1528
3 3 245
3 3 8674
3 3 4797
2 1 2251
2 2 8992
3 2 7482
3 3 4307
1 1 3055
2 1 7862
1 1 8725
3 1 8410
2 1 5322
3 1 1740
2 2 731
1 2 9338
3 3 4042
2 1 1653
2 3 9568
1 1 5090
3 2 5835
1 2 9763
1 3 2892
3 2 4021
1 2 536
1 1 8506
2 1 4719
3 2 2463
3 3 2351
1 3 9610
1 1 1582
2 1 2435
3 1 1795
1 3 224
2 1 1570
2 2 4849
2 2 9086
1 2 3200
2 2 9929
1 3 327
2 1 1896
1 3 2541
3 1 8967
1 1 5419
2 3 2453
2 2 9238
1 1 4895
3 1 1677
3 2 1047
3 1 4922
3 2 6640
2 2 3063
2 1 2796
2 2 4950
3 3 4458
2 3 4942
2 1 3063
1 2 6771
2 3 3047
2 2 7462
2 1 1794
1 3 7158
2 1 2470
3 3 1273
3 3 5459
1 1 5848
1 2 1482
3 1 5492
1 2 8319
2 3 1124
2 1 4834
1 2 4074
3 3 3590
2 2 6534
1 3 9701
3 3 5168
3 3 8764
3 3 9007
1 1 6852
2 2 9138
1 3 3938
2 1 6438
3 3 3303
2 2 9666
2 2 8365
3 2 270
1 2 159
2 1 3298
1 1 9454
3 3 5916
2 2 2848
3 1 7463
1 1 3411
3 1 4984
3 2 8314
2 1 407
3 3 5421
2 3 6554
1 3 5763
2 3 8546
1 2 2222
2 1 9257
3 2 1014
2 2 563
1 1 5031
1 3 8310
3 1 4852
1 3 163
1 1 7746
1 3 2899
2 1 8506
3 1 1670
2 3 2513
2 1 9626
1 1 5199
3 3 5246
2 1 5327
2 3 4066
2 2 9693
3 1 4259
1 3 7349
2 2 73
3 3 4495
2 1 1023
2 3 7793
2 3 7697
2 1 6751
2 2 9176
1 1 6519
3 2 6501
1 3 6085
1 3 3574
1 3 3927
2 3 148
3 1 2206
2 3 4056
2 3 8800
2 3 2876
2 3 8224
1 3 2657
3 2 8946
1 1 6055
3 3 5462
1 3 7558
3 2 8445
3 2 5585
3 3 1660
1 1 6714
1 2 346
3 2 8037
3 1 5628
1 3 3188
2 3 8754
1 2 6254
2 3 4146
1 2 3397
2 3 1092
3 2 5870
1 1 3661
2 2 2623
3 2 6819
3 1 5012
1 3 9306
2 3 4293
3 2 8014
2 3 1364
1 1 4276
2 3 6278
3 2 7707
2 1 3477
1 1 6972
2 3 1661
3 2 4073
1 1 9435
3 2 4009
1 2 1823
1 2 3311
1 3 3352
3 1 1307
3 2 31
3 1 6063
1 3 5722
2 1 6374
1 2 4713
3 2 3350
2 1 2212
3 1 8845
3 2 2850
1 3 8073
2 3 3380
2 3 7811
1 1 5354
3 2 2412
3 2 4740
2 2 8305
1 2 7752
2 2 4538
3 1 2963
2 3 2115
3 2 5639
3 1 7457
2 2 1166
2 3 6393
3 1 6041
3 2 1326
1 1 9363
1 3 3901
3 1 2073
3 1 8068
1 3 6662
2 3 316
3 3 1465
2 2 9747
3 2 8079
2 2 2925
2 2 4176
1 1 4780
2 1 3065
1 1 6608
3 2 9903
3 3 1779
3 1 735
3 2 6956
1 2 3841
3 3 2122
1 3 4224
2 1 8757
2 1 8829
2 1 1416
3 3 1329
2 1 8291
2 1 8710
2 1 4406
2 3 6805
2 2 6216
2 1 8966
3 1 8779
3 1 9582
3 3 8304
1 2 6141
3 1 6907
1 1 3154
3 1 8129
1 3 1552
2 2 7025
3 2 6494
1 1 9673
1 1 7792
2 3 738
3 1 2805
3 3 5550
1 2 1721
1 3 7258
1 3 5466
1 1 6667
2 1 9382
2 1 2735
1 2 8381
2 2 1487
2 1 3944
1 1 4679
2 2 9032
2 2 1315
2 2 3633
3 2 4611
3 2 2499
3 1 7994
1 3 7610
2 1 7836
3 1 2816
1 1 5591
3 2 3364
1 1 5902
2 3 3494
2 1 5305
1 3 79
1 2 8943
3 1 8955
1 2 1863
3 3 8656
1 1 8630
3 2 6261
3 3 9869
1 2 1634
3 1 5752
2 3 9897
3 2 9482
3 1 729
1 3 8758
1 1 317
1 1 5031
1 1 3949
2 3 6692
1 3 1294
1 2 9139
2 2 6725
2 3 9829
2 2 3417
2 3 8249
2 1 4904
1 1 7830
3 3 6064
3 1 9336
3 3 1733
3 3 6372
3 1 618
1 1 6286
1 3 2504
2 3 9003
1 3 2917
1 3 6724
2 2 3090
1 1 2054
3 1 8511
1 3 8932
2 3 8386
1 1 3961
3 3 6387
2 3 3175
3 1 6676
3 2 9882
2 1 8897
1 2 7245
3 2 8510
3 3 3992
3 3 8254
1 2 3107
2 1 8986
3 3 1650
1 1 898
2 3 4847
1 1 5996
3 3 2306
1 2 7752
2 3 1154
2 1 2537
1 1 928
2 3 6068
1 2 7549
2 2 8567
3 3 5571
3 3 3968
2 1 4759
1 1 4684
1 3 3730
2 1 4703
3 2 566
3 2 4251
1 2 8524
1 3 7215
3 3 5734
3 2 4891
2 3 5238
3 2 6448
2 1 5315
1 2 5885
2 1 9949
1 1 8505
3 2 7014
2 3 7098
2 1 1766
2 3 7290
1 3 9835
1 1 3217
2 2 674
1 3 8950
3 2 5829
2 3 9710
3 1 8436
3 2 3503
1 2 3611
1 1 7969
2 2 9092
2 3 7994
1 1 8594
1 1 4619
2 1 6016
2 3 529
1 2 5064
1 3 4840
1 3 5858
2 2 7118
3 2 3654
1 3 8545
1 3 4526
3 1 3647
1 1 531
3 3 4789
1 2 4097
2 3 1760
2 2 5568
2 1 2215
2 3 4513
1 2 4444
1 3 325
2 3 9385
1 1 9249
2 1 808
1 3 1007
3 1 73
3 2 9649
1 1 6400
1 3 8379
3 3 7766
3 2 3063
2 2 1305
3 1 4910
3 2 316
2 2 3491
1 1 562
3 1 4944
1 2 4431
3 1 4392
1 2 5504
3 3 5466
3 2 3472
1 2 2978
1 2 9371
3 2 5460
3 2 1655
2 1 1910
3 1 5109
2 2 7813
2 2 1942
1 3 8538
1 2 3926
2 3 6831
1 2 9765
3 2 7985
3 3 1833
2 1 5307
2 1 6631
2 2 5933
3 1 6558
2 2 3081
1 3 15
3 3 5425
3 2 6160
3 1 5344
3 1 637
3 2 1544
1 1 7353
3 2 9512
2 2 4672
3 1 4854
2 1 9969
3 3 6594
2 1 8602
1 2 6083
1 1 4647
1 2 4859
1 1 8261
1 1 907
1 1 5950
2 1 4839
3 2 8581
3 1 1793
2 2 7723
2 1 310
3 2 3582
1 2 4383
3 3 4528
2 3 2709
2 2 7652
2 1 5935
1 1 1277
2 3 9472
3 2 9423
1 3 7774
1 3 4013
1 3 8131
2 2 5169
3 3 2338
3 1 9076
1 1 6445
2 1 4350
1 1 4886
1 3 7119
1 1 2299
2 2 4411
3 3 7627
2 2 5213
2 1 4979
1 2 5822
1 2 4522
2 3 1956
3 2 9394
2 2 8341
1 3 9275
2 3 5186
2 3 3562
1 2 9927
2 1 7664
1 1 3863
3 3 3150
3 3 5841
1 3 6758
1 2 3539
3 3 2022
3 2 2061
3 1 9738
1 1 988
3 3 6566
1 3 8317
3 2 5156
3 3 3460
3 1 4789
1 3 4546
2 3 5880
1 1 4847
1 3 8638
2 2 6561
1 2 5446
2 2 1840
3 3 3535
3 2 7518
3 3 1167
1 1 7897
1 2 5069
2 3 1201
2 1 2620
2 3 830
3 2 2322
1 3 4496
2 2 9192
3 2 7685
2 1 9741
1 3 1631
2 3 4521
2 2 6557
2 1 5030
3 1 1456
1 1 5372
1 2 9511
1 2 4202
2 3 312
1 2 7484
2 2 1892
3 3 1829
1 2 4487
2 1 333
2 1 9105
2 2 8390
1 3 7280
2 1 8030
2 2 518
1 2 3360
3 3 5771
1 2 5807
1 1 7897
1 3 1024
3 3 207
3 2 1932
1 1 3594
3 1 6813
3 3 1370
1 1 8540
2 2 6102
2 3 3643
2 2 9399
1 3 625
3 3 3535
2 1 3023
3 1 6762
3 2 8524
2 2 7321
3 1 4938
2 3 254
2 1 4470
1 3 5638
1 3 355
3 2 218
1 1 3736
2 1 370
1 2 4263
1 2 9307
3 2 4016
2 3 1674
2 1 6206
2 1 9348
3 2 3267
3 2 614
3 3 5665
3 1 4144
3 3 2936
1 3 9386
1 2 5353
3 3 5733
1 1 543
2 3 1591
2 2 2883
2 3 8357
3 3 4885
3 2 1797
1 1 1308
2 2 731
3 2 6551
2 2 4876
2 2 4371
2 2 9090
1 1 5893
1 2 2136
3 1 3536
1 1 2097
3 2 7983
1 1 4574
1 2 1134
1 3 1716
1 1 9791
3 2 4114
3 3 6827
3 3 2484
1 1 3705
2 2 7450
3 1 1397
1 1 3210
3 2 5458
1 1 2455
1 1 246
3 3 7437
2 3 9523
3 1 7046
1 3 5641
2 3 1625
3 2 5397
3 1 1055
3 3 1684
3 1 2388
2 2 2105
1 1 4913
2 3 1330
2 1 7912
2 1 4883
3 1 1232
3 2 1465
2 1 5011
2 1 5403
2 3 3101
3 2 1443
3 2 4287
2 3 8771
3 3 5238
2 3 3180
3 2 1243
1 3 1531
3 3 7281
2 1 9085
1 1 8400
1 1 289
2 2 6993
3 1 3655
3 1 7399
3 2 9348
2 3 4925
3 1 6571
1 2 1941
3 3 2427
3 2 1988
2 2 5798
2 1 8511
2 2 1031
2 3 6432
3 1 1893
2 1 7952
2 2 6538
1 2 1034
1 1 7006
3 2 4358
2 3 927
3 3 5486
3 1 2029
2 1 353
3 3 7472
2 1 2572
3 1 1662
2 1 2850
3 1 2227
2 3 9022
2 1 835
1 2 444
2 2 5965
3 3 863
1 1 4692
2 1 399
1 3 9180
3 3 7800
1 1 3557
3 3 3138
1 3 125
2 2 5717
1 2 3233
2 1 6389
2 3 7446
1 2 3793
2 3 1212
2 3 209
2 3 8493
3 1 5349
3 1 7578
2 1 3335
2 2 9040
1 3 8883
2 3 9521
1 2 2218
1 2 5592
3 1 7255
1 2 2047
1 2 8148
1 2 4125
2 3 8776
2 2 3633
2 1 9325
2 1 5419
2 2 8492
1 1 6393
3 1 9650
2 3 6133
3 1 680
2 2 1135
2 1 252
3 2 7394
3 1 3821
1 2 5356
3 2 7616
3 2 5197
3 2 7831
2 1 7221
2 3 2284
3 2 7796
2 2 7136
2 1 3889
3 1 929
1 3 9422
3 2 8417
2 3 5627
1 2 288
1 3 3603
2 1 4889
3 2 7278
2 1 2080
2 1 3087
3 1 8727
2 1 7483
1 1 8820
2 2 4943
2 3 9060
3 1 4095
3 2 7427
3 3 7084
3 1 8435
2 3 8365
3 1 119
3 2 1222
2 1 8052
2 1 4515
3 2 5693
2 3 3346
2 1 2981
3 2 9006
3 3 2398
1 1 8247
3 1 5514
1 2 3823
3 1 4293
3 3 676
2 3 7186
1 3 6061
1 2 215
3 1 2816
2 1 8262
1 2 412
1 1 6955
1 3 5586
2 3 1523
1 2 461
2 3 8080
3 2 3751
2 3 4934
1 2 3705
2 1 2305
3 3 5827
2 3 4141
2 2 7860
1 1 1399
1 1 5465
3 3 8505
2 2 1056
1 2 9205
3 3 5701
2 2 2387
3 3 1086
3 2 47
3 2 2981
3 1 850
2 1 5887
1 2 2373
2 1 8865
3 2 5373
2 1 8475
3 2 5961
1 3 8120
2 2 2874
2 3 7558
1 2 4065
1 3 7165
2 1 8713
1 2 7650
1 3 1119
3 2 5830
2 1 5674
3 2 8220
1 1 741
2 1 783
1 1 7902
2 3 1810
2 1 3278
1 3 9145
1 2 9994
3 2 1952
2 3 1777
1 1 3953
2 3 8509
2 3 1414
2 1 3109
1 3 4827
3 3 3451
2 1 2661
1 3 6579
3 3 5527
3 1 6019
3 2 3906
2 2 3358
3 1 2866
2 1 9583
1 2 1328
1 1 9068
2 3 1527
3 2 5065
2 1 9009
1 1 5447
2 1 6789
3 2 9041
1 3 6382
3 2 4316
2 1 8990
3 2 1631
3 1 8450
1 3 8724
2 3 4941
2 1 8641
1 3 3179
3 1 2643
3 2 7594
3 2 8311
1 2 6372
1 2 4051
1 2 1072
1 3 1141
3 1 9584
2 3 8509
3 1 4957
1 1 6291
2 1 815
3 2 3011
1 3 9488
3 1 7733
1 1 8659
3 1 6031
2 3 9156
3 1 7535
3 2 4089
1 2 717
2 2 2024
2 3 3518
2 3 9438
2 2 9618
1 1 3987
2 1 3363
1 3 9992
1 3 4721
3 1 8633
2 2 9047
1 1 2889
3 1 976
1 2 6400
1 3 247
3 3 2591
1 2 2821
2 1 7838
3 2 4315
1 1 4622
1 2 6906
1 1 5779
3 1 4128
1 3 4361
1 3 9920
3 3 4132
2 1 1099
1 1 5454
1 3 2343
1 2 4835
1 3 4714
1 2 9630
1 2 68
3 2 1281
1 2 7504
2 3 1196
3 2 9032
2 2 391
3 1 5964
3 2 6594
3 1 7553
1 1 5868
3 2 9338
2 1 2075
1 2 5310
1 3 552
3 2 4673
1 3 699
3 3 9959
1 1 5935
1 1 6974
1 3 5098
3 3 6995
2 2 796
1 3 7157
3 1 774
2 1 8334
3 3 8936
3 1 1322
3 2 6007
2 3 2596
1 3 5613
2 1 7949
3 2 9003
3 2 1445
1 3 1509
2 2 4741
1 3 5504
1 2 9163
2 2 991
1 1 1192
2 2 2989
2 3 7767
2 3 9251
2 2 5209
3 2 9742
2 2 693
2 2 1152
3 1 3086
2 1 5029
3 3 3582
2 2 8141
1 1 5798
3 1 3353
2 2 6462
1 1 211
3 1 8430
1 2 9595
2 1 6528
2 2 7045
2 1 9374
1 1 1714
2 1 7567
1 1 1155
3 1 7207
3 1 1499
2 2 3926
2 3 1338
1 1 9666
2 2 6602
2 1 5859
1 2 2394
3 3 9501
2 3 2639
3 1 2658
2 3 3384
2 3 5136
1 1 3932
3 2 8520
1 2 6807
2 1 748
1 1 614
3 3 1298
1 3 5737
3 2 6617
1 1 9706
2 1 5214
3 1 2102
3 1 5059
1 1 8971
3 2 9097
3 3 6726
2 2 6771
2 3 5108
2 1 3409
2 3 7239
2 3 2439
1 2 7463
2 1 2384
2 3 5603
2 3 626
3 2 6644
3 2 8601
1 3 8176
1 3 7828
1 1 8932
3 3 463
1 1 7413
1 2 6858
2 3 4608
2 3 8900
3 2 8150
3 3 5670
2 2 9697
1 1 3044
1 3 8684
2 3 3144
1 1 8186
1 1 4269
3 2 6941
2 2 5070
2 1 8869
1 1 9281
2 1 730
3 2 6890
3 3 1441
1 3 7571
2 2 466
2 3 1570
3 1 1899
2 2 1680
1 2 3907
3 2 1254
3 3 2731
3 3 7547
3 2 1440
3 3 6524
1 2 4335
2 2 8527
2 3 4744
3 1 6439
1 1 5998
1 3 4336
2 1 6234
3 2 3649
2 3 3834
1 2 1125
1 3 86
3 2 5154
1 1 9676
3 1 6300
3 2 2813
1 3 6165
1 2 5566
1 3 3463
3 2 716
1 3 5444
2 3 3015
1 1 110
2 2 4318
2 2 3241
3 1 4207
1 3 3003
2 3 6044
3 2 2758
3 1 3383
3 2 1366
1 3 87
3 3 2977
2 2 4967
3 3 5823
1 2 9660
2 1 3837
2 3 2868
1 3 9194
3 1 4468
1 2 7503
1 2 9213
3 2 4289
3 1 3457
3 1 3696
1 2 8222
2 2 4604
2 2 9832
2 3 3297
1 1 7159
2 2 8253
2 1 2774
3 2 3628
2 3 7403
3 3 2347
2 2 134
3 2 6581
3 1 4916
2 1 8719
3 3 5664
3 2 9224
2 2 6355
1 3 5229
1 3 1444
2 3 1943
3 1 7696
1 2 1653
3 2 7880
3 1 5642
2 1 1035
2 2 5928
3 1 8930
1 2 303
1 1 9288
2 2 9436
2 1 1043
1 3 2019
2 1 3092
3 1 6075
1 3 7550
3 2 4647
1 3 4948
3 3 5723
1 1 1244
1 3 8645
2 3 6370
2 1 6208
3 3 8810
1 2 7611
1 3 826
2 3 852
3 1 4400
3 3 8497
2 3 3186
3 2 934
2 2 6931
1 3 6455
3 2 1510
2 1 1181
3 1 6080
1 3 9473
2 3 8982
3 3 6973
3 1 5179
3 1 7086
3 2 6060
2 1 2309
1 2 5300
3 2 9145
1 2 1389
1 3 9742
2 3 2293
3 2 1864
3 2 4806
1 1 8407
2 3 6948
3 2 6924
1 3 3704
3 1 8335
1 2 4176
1 1 8878
2 2 7110
2 3 7992
3 1 3950
2 3 6558
2 3 9483
1 1 9068
2 2 5875
1 1 3777
2 3 9752
3 3 6521
3 1 5293
3 3 5629
2 1 683
3 2 7736
2 3 4705
3 2 9697
3 3 3227
1 2 2339
3 2 3654
1 1 8022
2 1 9896
3 3 9027
1 1 2994
3 1 2487
3 3 3974
1 2 2152
3 1 5996
1 1 4955
2 2 7537
1 1 7422
3 2 3017
1 2 6834
1 1 5612
1 1 2964
2 1 665
2 3 3624
3 2 7846
2 1 7298
3 1 6771
1 1 9935
2 1 3784
2 1 6766
2 3 4006
1 3 3344
1 2 3123
3 2 2687
2 3 2939
1 2 7337
3 3 9955
1 1 6440
1 1 743
3 2 371
2 3 9446
2 3 4993
2 1 9892
2 2 3236
3 3 357
2 3 2453
1 1 5204
2 2 3829
1 3 1638
1 1 2238
1 1 4771
1 2 7347
3 1 8944
3 1 1497
1 1 7042
3 2 1853
1 1 6984
3 2 6252
3 2 6308
3 3 2668
3 3 5159
2 3 4280
1 1 6609
3 3 8242
1 2 2607
1 2 308
1 1 5935
1 1 5725
2 1 2023
1 2 2560
1 3 9045
2 2 1093
2 2 8229
2 3 2712
1 1 5013
1 3 8542
1 2 4868
3 3 1297
1 2 7803
1 3 1166
1 1 3129
2 3 2151
2 1 6334
1 3 3295
2 3 2222
3 3 506
3 2 9865
2 1 5445
3 2 6598
3 1 5381
3 2 6996
2 3 8888
2 2 9796
1 3 6263
3 2 3535
1 3 9804
1 3 4970
3 2 4900
2 1 6347
2 2 9538
2 3 5900
2 1 3592
2 3 2812
2 3 2395
2 1 9749
1 2 12
1 3 3321
2 1 1764
1 3 3945
1 2 5919
3 2 5219
3 1 9154
2 2 92
1 1 5563
3 3 6480
2 3 4606
3 1 5757
3 1 7584
3 3 3758
1 2 6619
3 1 5095
2 1 3900
3 3 5374
1 2 7174
2 1 9287
3 1 9548
2 2 9655
2 1 6631
1 3 5534
3 1 7103
1 2 6487
1 3 2210
1 3 3201
1 3 6024
2 3 9814
2 1 7309
2 2 7700
2 1 3321
1 1 5292
2 2 2744
2 3 8616
3 3 2715
1 3 3605
1 2 1740
1 2 6357
3 2 3746
2 2 7654
2 1 4218
3 3 4429
3 2 3457
3 1 6077
1 2 7946
1 1 1109
3 3 5675
1 3 7230
1 3 7023
1 3 8631
2 3 9255
2 3 9133
2 1 2805
3 1 445
2 2 7293
2 3 7866
2 2 8684
3 3 278
3 1 2392
2 1 4443
2 1 3606
1 3 114
2 3 1740
1 1 2346
3 2 224
2 1 5533
1 3 7963
1 2 2639
3 3 6053
1 2 6528
1 2 7329
1 2 2672
1 1 604
1 3 5022
1 3 1416
2 1 8979
1 2 6904
3 3 8283
3 1 5854
2 3 3225
2 3 6006
3 3 7247
3 2 4507
1 2 696
3 1 6367
1 3 7316
3 3 1386
2 2 1252
3 1 8714
2 1 6526
3 2 8010
1 2 2857
1 1 5479
1 2 7560
1 1 8119
2 2 6846
3 1 2835
1 1 5919
3 2 1180
1 2 2972
2 1 4922
2 1 3844
2 3 5036
2 3 4084
3 1 5704
1 2 5751
1 1 4750
3 3 8315
2 2 6953
1 3 4135
1 1 7689
3 1 3542
1 1 7287
2 1 5072
2 3 5874
1 1 52
1 1 6694
1 2 701
3 3 6624
3 2 392
3 2 4657
3 1 1080
1 2 937
2 1 5280
1 2 9077
2 3 3866
1 3 7876
2 1 7402
2 3 1613
2 3 2859
3 1 872
3 1 3530
3 3 5231
1 3 1058
2 3 8459
2 2 4729
2 2 6978
2 3 5516
1 3 1528
2 2 617
2 3 2972
3 1 9463
1 1 6772
1 1 4015
2 2 388
1 1 9600
1 2 3865
1 3 5288
3 3 161
3 3 3975
2 2 3357
2 1 2510
3 2 1895
2 1 2443
1 1 8647
1 1 436
3 3 6034
3 1 4248
2 3 991
2 1 2276
2 2 4284
3 1 7028
1 3 3645
1 3 8871
2 1 1935
1 2 2888
2 1 5882
2 1 4873
2 3 911
1 3 703
3 2 55
2 1 1476
3 1 3186
1 3 9452
3 3 5143
1 3 8895
3 2 1120
3 2 6822
1 2 2301
3 2 9496
1 2 6370
1 1 349
1 1 6018
1 1 8338
1 2 5549
1 2 4875
3 1 1781
1 2 6698
1 1 1819
3 2 9640
1 1 9238
2 3 6529
2 1 4667
3 3 5945
1 1 5081
3 2 2895
3 1 2131
3 1 7565
1 1 2903
2 1 8981
3 3 4630
2 3 4134
2 2 5758
1 3 1729
2 3 8143
1 1 2006
1 3 8781
3 3 5965
1 3 4963
2 1 1307
2 3 5463
1 2 2018
2 2 4745
2 1 3324
2 1 6460
1 3 9935
1 3 1883
1 1 6024
2 1 1430
1 2 6528
3 3 2871
3 2 8037
2 1 2807
3 1 4470
3 1 6185
3 3 1832
1 2 9566
3 3 9896
3 1 961
2 1 5721
2 3 4057
3 3 1943
2 3 6022
3 1 5966
1 3 8370
2 2 2316
1 3 2999
3 1 7063
3 3 6348
3 2 121
1 1 4751
2 1 7495
2 2 1538
2 3 5341
3 3 6660
2 1 2838
1 2 3671
3 1 9239
1 3 7626
3 2 5856
2 2 1603
2 3 1039
2 3 7157
1 3 9188
3 2 914
3 2 8118
3 3 5677
2 1 5189
2 3 1523
3 2 5547
3 1 5787
3 3 253
2 1 3851
