100 5000
83 75 3396
70 16 4569
90 46 1267
41 87 1515
89 70 1775
85 86 3075
72 12 6292
6 9 5703
5 32 6388
63 66 8041
13 96 9793
43 86 7117
25 48 984
14 11 9895
23 81 3125
98 80 4030
24 62 2346
72 75 7147
59 98 3510
7 80 1711
92 95 9328
80 97 3899
5 20 3343
23 100 6890
35 83 4261
93 86 5705
98 21 3053
84 24 7320
6 23 5283
75 23 6298
4 53 4712
81 75 5752
80 58 1869
51 4 6547
2 72 7044
21 16 8676
58 91 5520
83 88 150
73 24 712
45 85 180
98 68 634
53 22 5436
66 71 526
25 59 6834
30 48 8602
55 10 3780
57 100 9612
31 46 9041
18 60 9082
32 10 8459
82 91 6193
66 40 7960
37 7 8090
93 23 7228
46 41 627
25 53 1331
8 56 2590
90 7 6905
53 17 5031
37 41 8972
100 53 1033
50 1 2171
90 36 2258
12 82 2806
94 18 5067
29 92 87
90 28 7888
7 6 683
88 38 8200
1 19 9330
65 92 5570
56 10 535
22 13 3706
27 9 1175
18 34 4300
7 48 3332
4 17 9690
38 60 9974
97 97 3487
94 19 3879
78 74 7162
53 28 2672
98 52 1188
16 46 2827
30 1 2726
29 6 5360
15 71 2265
40 8 8317
13 28 1884
70 56 7677
59 73 5408
2 73 5097
33 76 8856
11 2 6429
26 14 1749
94 71 4611
77 69 6788
47 61 6316
44 58 2335
26 78 520
98 29 3775
34 8 366
29 85 2266
53 92 6983
73 88 7788
79 81 3505
68 65 452
81 46 2010
34 52 8878
47 18 1255
87 13 9239
5 3 1545
19 73 658
58 28 4194
91 71 1509
56 6 9329
59 86 6509
41 2 3137
97 26 7641
24 99 2673
89 53 8215
64 21 395
92 92 1613
27 17 1974
36 64 9080
17 58 7786
47 58 2040
39 63 6856
38 65 1377
45 97 154
10 25 2346
52 27 6773
77 35 3133
90 70 3186
89 39 2633
70 35 3420
68 53 72
69 61 6162
77 59 6205
52 54 29
69 99 2191
17 91 573
82 52 7323
30 30 8719
37 63 6954
40 78 8457
40 84 9759
26 72 1618
17 35 711
28 87 5574
85 92 2108
94 31 5671
93 64 8201
33 94 3996
95 27 3432
1 17 8716
50 13 8960
77 86 7896
31 9 723
75 2 7213
36 68 2026
96 55 312
1 69 3927
60 31 3624
84 20 2393
26 9 7894
49 53 3846
65 2 1263
74 76 3829
94 42 2209
33 56 9440
58 23 1220
35 68 2581
29 39 5522
52 21 2467
99 23 8528
89 62 1210
54 54 9150
55 43 887
42 75 1141
63 2 5228
39 90 2327
90 20 825
84 32 7798
39 33 6232
68 72 7368
38 78 8536
18 60 35
46 7 9914
47 57 7521
36 70 1358
94 96 2569
83 48 1398
76 92 5456
21 87 6513
70 8 5321
15 72 764
50 78 930
52 96 745
89 23 72
15 34 5645
46 87 200
84 54 2083
84 80 8408
55 21 8232
14 11 5565
7 56 5367
95 7 8853
14 57 201
21 65 3751
70 46 3271
92 25 7715
61 73 5188
37 58 7692
99 60 3849
91 26 3222
25 5 8318
30 82 8728
83 96 4181
15 80 706
36 58 5820
66 95 364
64 78 7314
76 13 3492
80 47 6543
84 3 1881
37 87 3581
74 91 1713
70 4 5454
49 19 4446
96 99 2443
14 84 1390
100 73 7110
48 28 2478
9 90 9488
86 96 1088
57 84 5952
21 41 7574
40 95 8224
62 62 1254
36 79 177
96 22 766
50 12 9334
72 40 1219
12 55 1574
4 28 605
7 25 6579
99 96 864
71 66 2705
78 28 7314
23 13 5512
37 87 6642
100 98 1951
23 45 9233
93 37 9622
58 16 5304
46 83 9515
29 84 299
43 24 7573
37 88 5480
50 50 599
96 95 9698
79 95 4019
72 34 8746
56 19 1433
60 69 9643
50 91 9359
97 88 3285
9 32 2244
9 84 8596
19 71 4741
96 100 9274
36 66 4536
32 9 9721
19 71 2156
18 20 4366
19 11 6140
1 87 7410
59 30 4847
85 59 6092
47 42 6490
33 47 5088
9 78 24
66 2 5514
55 20 8810
21 38 7112
47 78 9122
66 62 7002
85 79 8451
10 72 3518
97 7 2208
1 19 2133
26 3 1727
78 19 8118
86 11 7593
50 84 9348
31 66 4062
72 15 8855
69 27 1750
83 84 7391
12 37 541
27 45 4785
24 19 7359
57 25 137
13 61 6151
49 79 8402
100 71 7170
43 43 5467
90 31 6492
6 75 1859
75 87 5989
47 55 721
79 36 4544
87 46 6105
59 55 8637
96 61 6131
88 70 2759
44 90 1625
32 37 2623
54 39 9573
26 35 2031
96 33 2603
48 55 1862
79 20 17
74 47 1294
28 93 3010
41 12 8485
94 8 9619
62 20 4828
69 9 9995
99 54 1839
94 24 5861
6 58 1203
99 86 5236
47 5 1717
89 72 5820
51 52 6742
62 19 8384
39 10 7695
61 96 5667
34 58 2703
47 88 5113
87 78 6078
79 88 8552
11 51 589
59 1 9908
15 23 784
57 8 132
55 89 5388
66 37 7804
26 48 132
64 95 447
12 23 9478
55 13 6872
76 9 6032
60 30 3075
39 91 9755
34 4 7854
51 58 3520
40 72 735
100 60 5805
78 28 9501
96 77 5458
81 24 6752
61 13 7054
36 86 917
59 93 3263
32 3 9211
90 95 5804
56 21 9498
14 97 2172
33 78 8942
30 32 1773
99 39 7434
70 77 2689
27 54 7064
73 41 583
5 93 1531
47 11 7624
23 66 1990
17 74 7987
65 4 2553
23 4 4233
62 70 3504
75 55 6098
86 52 6670
21 53 2101
38 42 8084
68 97 655
95 60 8003
30 76 1025
14 37 2017
89 70 2375
81 87 2070
11 48 2485
35 47 951
91 13 9541
63 78 7437
5 16 645
14 40 7949
87 26 1683
78 13 8138
62 95 5855
92 34 4867
94 9 7629
87 63 2031
50 28 2134
29 49 8490
51 93 9335
11 73 8101
89 31 4365
41 5 9009
1 43 7698
77 66 5720
25 8 5175
38 3 4609
67 51 7737
53 29 8901
86 22 1501
50 20 1883
45 91 5538
59 22 8983
40 27 5297
33 95 7537
22 9 8771
98 6 8958
58 2 8994
94 66 2179
43 54 2578
87 48 578
49 38 4016
19 100 6123
89 85 4961
13 28 3415
83 13 7426
8 52 3083
46 9 1129
50 80 3985
57 40 2229
16 56 5973
80 3 4965
26 25 9466
66 6 4104
30 67 1324
7 10 2433
83 20 3489
49 85 245
74 60 8842
93 39 788
21 96 5958
68 36 1857
41 44 9681
59 15 4572
59 69 964
86 2 4903
5 30 7814
78 79 1465
82 37 1374
79 24 7873
29 1 9755
2 92 4235
65 71 765
91 86 5031
59 98 4268
93 84 607
37 65 3769
5 46 5149
99 68 8829
75 40 7287
13 63 5782
36 88 9527
72 28 7410
21 75 3369
37 5 9266
69 80 2288
52 81 1903
4 73 5962
47 80 524
86 66 5467
41 99 2194
76 87 2187
86 5 1255
91 61 7608
26 70 6750
65 75 3156
43 1 3216
52 90 1611
30 90 5353
93 55 8544
81 73 5388
75 45 7128
88 16 296
86 44 5049
100 36 294
82 21 1315
67 40 2137
50 15 5829
65 65 360
15 32 5174
16 93 178
72 66 3584
48 39 4552
11 46 6548
76 73 7145
13 20 3754
26 42 2165
48 10 5021
78 47 2083
99 26 7283
16 84 2290
78 77 65
35 77 945
28 72 7718
11 77 2002
75 78 1082
96 97 6729
59 30 8084
38 39 3493
34 14 6997
29 78 9105
19 81 5874
78 41 7026
78 50 5425
63 51 4321
89 76 9716
49 25 4406
16 70 1994
33 96 4234
96 39 6682
41 99 3676
67 95 8775
54 17 801
34 12 4428
6 20 7597
81 83 82
62 31 8737
56 25 1410
9 63 1083
13 4 5223
48 44 3264
64 52 6790
19 88 2729
71 10 5840
8 41 9521
82 8 941
89 7 3661
68 54 2496
85 75 7786
70 99 3074
25 54 8649
3 31 302
80 35 1703
29 17 9861
90 37 6103
48 3 8243
14 93 4111
35 53 4324
48 1 7443
31 26 4934
38 95 438
23 90 4232
42 79 6925
3 8 6807
51 42 1667
91 56 5618
60 75 1327
60 73 5659
21 34 9427
30 79 2167
99 1 8268
73 49 6471
46 2 6909
80 59 4569
99 98 7659
94 26 9488
72 5 7096
85 84 8727
80 55 5490
14 35 8881
64 90 9226
97 24 7079
64 74 7414
45 29 573
57 89 7762
18 55 2994
60 98 3458
4 83 8951
45 72 5850
55 27 2960
80 84 3927
12 80 2271
91 65 3685
76 81 8389
44 85 2643
64 27 783
82 81 7648
45 35 8188
25 87 5093
38 20 7542
69 77 8438
8 51 6866
44 90 3152
28 18 7460
28 87 83
26 74 405
49 12 7534
19 81 7511
59 7 3758
42 1 5725
43 21 5000
48 81 693
81 15 3185
44 72 4907
30 44 1459
90 91 2826
86 100 6651
31 68 8305
37 90 6493
95 18 1571
68 66 3017
49 39 8337
49 79 248
51 89 9339
50 90 5056
50 97 6842
22 34 3319
86 87 1798
95 58 2607
36 78 1792
37 96 7351
16 60 1500
14 17 6979
77 13 7962
87 5 31
74 30 3703
94 16 986
22 55 5473
80 10 7452
98 98 2383
61 49 9884
43 93 5431
2 6 3495
71 41 5204
88 61 9095
52 63 9366
83 30 4328
79 37 8046
17 88 3114
98 98 6602
32 24 5327
66 21 1409
35 60 1925
17 23 5632
4 77 8512
24 8 5748
5 86 4847
29 60 3359
17 13 3535
64 9 8836
50 44 9848
34 3 8551
14 94 9501
10 59 2035
17 70 9937
82 13 5689
8 83 3154
34 54 4134
49 81 9577
88 13 6183
49 58 2683
59 66 8079
26 25 1225
66 42 1885
14 82 7766
43 7 343
13 54 7522
59 81 9119
64 51 6973
64 21 1488
29 68 4950
9 30 308
22 73 3872
87 52 5497
2 54 7253
68 37 1410
45 22 1621
14 95 7074
99 28 873
50 4 2252
100 10 6132
23 60 3233
11 85 1668
53 20 7513
86 94 2047
7 52 9621
100 52 1417
81 40 3589
85 38 3327
30 42 44
3 21 4184
49 84 4797
96 14 3141
41 73 4543
62 91 3822
39 98 9671
3 23 1167
84 54 3621
92 64 9101
84 94 831
29 44 522
8 88 4376
17 49 5336
68 57 6856
51 19 7064
90 86 9378
38 91 3746
77 27 242
51 46 961
50 67 3163
100 89 6327
36 68 8376
12 54 6671
84 25 6982
50 7 7035
41 27 1885
69 95 5669
81 5 9002
40 67 4738
60 88 5752
24 17 5152
72 93 5070
77 18 8736
64 61 4348
44 18 609
97 5 8760
66 69 1859
12 55 1148
20 7 8073
14 42 3207
1 72 4526
36 66 9790
17 3 2439
21 25 4974
7 71 2199
66 41 6991
26 9 3630
73 16 2020
13 60 6211
88 35 9783
55 66 2555
72 78 9833
99 1 1921
95 99 9901
89 72 2806
57 36 1658
47 47 3908
12 50 109
24 46 8455
78 51 3657
73 50 2437
87 27 2344
1 72 5947
5 91 7974
32 66 7225
66 62 956
29 28 9815
23 49 5377
56 69 7039
55 80 3061
22 49 8348
8 45 9620
88 38 5630
5 81 3748
49 39 364
89 10 4747
14 98 2684
15 60 4766
56 32 557
54 13 279
44 62 593
17 20 2920
1 54 8763
68 48 1635
14 56 4814
91 51 5537
34 65 7683
55 76 8422
86 21 9688
56 68 6479
99 22 365
91 85 8570
28 35 730
48 67 4078
57 24 2362
64 1 5403
34 70 9242
86 92 1509
41 62 4590
95 87 1618
77 1 1979
55 13 1626
92 66 5648
39 84 196
77 66 1540
10 52 153
96 49 4881
45 23 3894
42 26 3150
47 24 7552
12 75 5850
22 70 2292
52 39 2900
17 70 2238
52 64 7657
34 92 162
16 46 8614
5 51 2845
84 67 5468
45 73 4625
32 89 767
28 52 524
21 43 8767
56 3 4693
83 76 584
53 26 9441
63 28 3763
15 3 3589
93 82 4444
28 87 1519
13 51 1712
97 40 7908
66 67 1278
25 37 4675
51 44 190
11 34 1231
100 72 4216
11 41 2309
43 83 2910
65 45 9656
51 42 870
78 23 492
35 62 5774
53 23 7922
64 47 9203
76 28 1713
16 10 9181
46 27 7437
37 18 8914
9 3 4393
70 84 1355
61 45 7203
15 54 4672
21 68 5932
67 57 8437
57 71 4483
16 62 9416
30 94 3003
92 12 8848
84 60 9421
55 30 3623
64 100 657
100 16 4292
60 19 3406
81 64 8753
56 74 5048
15 41 2140
84 81 5838
94 83 3988
69 41 4287
26 15 1547
68 20 6936
29 100 636
17 52 4809
60 57 3153
87 59 8313
15 24 3943
84 64 2249
22 51 687
87 37 9756
97 54 4986
53 47 6060
29 91 1559
61 49 2676
12 2 1763
66 31 3319
28 93 6024
54 47 9131
57 40 1089
25 5 2642
48 40 9032
25 49 9370
14 53 2098
7 45 9364
68 95 1155
93 9 1544
72 19 1900
32 87 1664
99 17 3763
82 93 6712
5 4 1245
47 69 6016
92 33 5297
56 59 3214
52 74 919
52 10 5040
60 25 9067
28 83 5266
51 12 1623
3 33 9982
78 8 6935
58 33 2151
76 24 8085
83 3 7039
24 33 3320
2 31 8221
40 91 5233
27 21 229
49 70 1118
50 23 8565
28 20 1452
40 30 6783
66 13 2291
20 34 7796
97 69 3557
100 92 1168
97 19 227
52 21 8955
78 86 5734
53 12 6757
19 35 43
24 59 2741
87 51 1982
81 95 5424
